ID,Text,Classe,Text_Lem,Homophobia,sexism,Racism,Normal,Manual Analysis (MA)
195,@discerningmumin Now Muslim terror groups are trying to complete the job of killing or throwing out any remaining minority groups in Arabia.,1,discerningmumin muslim terror group trying complete job killing throwing remaining minority group arabia,1,0,1,0,1
196,"@jihadi_11 @Shami_IS_back Hopefully the followers of the slave trader, and pedophile prophet, Mohammed.",1,jihadi_11 shami_is_back hopefully follower slave trader pedophile prophet mohammed,1,0,1,0,1
199,@ummayman90 What do customs and rules and history have to do with it.  Marrying a 6 year old and screwing a 9 year old is sick like Islam.,1,ummayman90 custom rule history marrying 6 year old screwing 9 year old sick like islam,1,1,1,0,1
203,@roisin_morgan Those same genocidal Muslims that practice their bigotry and barbarity against religious and ethnic minorities everywhere.,1,roisin_morgan genocidal muslim practice bigotry barbarity religious ethnic minority everywhere,1,0,1,0,1
204,@HillaryGuess @riwired @izrinhariri Because Islam has over 100 operating terrorist groups and a mandate to conquer the world by violence.,1,hillaryguess riwired izrinhariri islam 100 operating terrorist group mandate conquer world violence,0,0,1,0,1
206,"@fei989 @isra_jourisra War, chopping off heads, raping slave girls, were Mohammed's favorite activities.",1,fei989 isra_jourisra war chopping head raping slave girl mohammed 's favorite activity,1,1,1,0,1
210,@logicalmind11 You can never get rid of the radical Muslims because the Quran and Hadiths will always produce more.,1,logicalmind11 never get rid radical muslim quran hadith always produce,0,0,1,0,1
211,@dankmtl Hard to get stupider than you. Still no change in ratios justified by anything Israel did.,1,dankmtl hard get stupider still change ratio justified anything israel,0,0,1,0,1
213,@Pray_4_Life @Pontifex People who call being against Islam 3 know that Islam is not race but want to intimidate others into shutting up,1,pray_4_life pontifex people call islam 3 know islam race want intimidate others shutting,0,0,1,0,1
215,@LUVSHINECAFE @bradybaggett We need to outlaw Islam outright.,1,luvshinecafe bradybaggett need outlaw islam outright,1,0,1,0,1
216,@haroonstyles @greenlinerzjm @halalflaws @biebervalue You try again. Mohammed screwed Aisha when she was 9. http://t.co/gJ5Ob13HFX,1,haroonstyles greenlinerzjm halalflaws biebervalue try mohammed screwed aisha 9. http //t.co/gj5ob13hfx,1,1,1,0,1
217,"@NNdabbour64 You have to be an idiot to think that you can follow an ideology of murder, imperialism, hatred and have people like you for it",1,nndabbour64 idiot think follow ideology murder imperialism hatred people like,1,0,1,0,1
218,@discerningmumin Islam has never been a resistance to oppression. It has always been source of oppression to both believers and non believer,1,discerningmumin islam never resistance oppression always source oppression believer non believer,0,0,0,1,1
219,@obsurfer84 They welcomed Islam with a sword at their throats. There was nothing kind about Islam. It was a religion designed for thugs.,1,obsurfer84 welcomed islam sword throat nothing kind islam religion designed thug,1,0,1,0,1
222,@anjemchoudary Nothing desperate about it. Humanity realizes now that Islam declared war on it 1400 years ago and Islam will be destroyed.,1,anjemchoudary nothing desperate humanity realizes islam declared war 1400 year ago islam destroyed,1,0,1,0,1
223,"RT @AmyMek: #IslamLOVESWomen Muslim files suit AGAINST law banning child marriage,""OFFENDS Islam"" http://t.co/bPPiSINSS8 #IWD2015 http://t.���",1,rt amymek islamloveswomen muslim file suit law banning child marriage '' offends islam '' http //t.co/bppisinss8 iwd2015 http //t.���,1,1,0,0,1
224,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan Only because there were too many Hindus to exterminate before the British...,1,yousufpoosuf hillaryguess riwired izrinhariri atharhkhan many hindu exterminate british ...,0,0,1,0,1
226,@CherguiaMbark Every Muslim convert becomes Muslim propaganda.,1,cherguiambark every muslim convert becomes muslim propaganda,0,0,1,0,1
229,RT @sudixitca: You say Islam is a religion. I say it is a cult. Islam's activities match the description of crime mafia. You must bust it. ���,1,rt sudixitca say islam religion say cult islam 's activity match description crime mafia must bust ���,1,0,1,0,1
230,@zh_ha89 You just proved that you are stupid.  I just showed you the Hadiths where Mohammed calls women stupid and you still deny it.,1,zh_ha89 proved stupid showed hadith mohammed call woman stupid still deny,1,1,0,0,1
232,"@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed had people,who disagreed with him murdered. ISIS murders the same.",1,teddyboylocsin tweetybird2009 patvpeters mohammed people disagreed murdered isi murder,0,0,1,0,1
234,@harmlesstree2 @MaxBlumenthal Not only them. Mohammed ejected the other 2 Jewish tribes from Medina and later slaughtered them at Khybar.,1,harmlesstree2 maxblumenthal mohammed ejected 2 jewish tribe medina later slaughtered khybar,0,0,1,0,1
235,@rayyoosheh 51 Christians or Hindus have been murdered for blasphemy by Muslim mobs in Pakistan alone. Why should Israel be subject to that?,1,rayyoosheh 51 christian hindu murdered blasphemy muslim mob pakistan alone israel subject,1,0,1,0,1
237,"@doammuslims @ajwatamr Scum bag Islamists evacuated all the Christian and Ezidi civilians from their homes in Mosul, Raqqa, Sinjar.",1,doammuslims ajwatamr scum bag islamist evacuated christian ezidi civilian home mosul raqqa sinjar,1,0,1,0,1
238,@pNibbler @AlterNet @MaxBlumenthal million Muslims are extremists.,1,pnibbler alternet maxblumenthal million muslim extremist,0,0,0,1,1
239,@greenlinerzjm Islam declared war on all humanity 1400 years ago and denying it is simply a lie.,1,greenlinerzjm islam declared war humanity 1400 year ago denying simply lie,0,0,1,0,1
240,@Number10gov I'm totally sick of these politically expedient statements after every attack by Islam on humanity.,1,number10gov 'm totally sick politically expedient statement every attack islam humanity,1,0,0,0,1
242,"@scamp_faridxx @AbuAlbaraaSham Islam declared war on all humanity 1400 years ago, so talking about murderers of Muslims is total hypocrisy.",1,scamp_faridxx abualbaraasham islam declared war humanity 1400 year ago talking murderer muslim total hypocrisy,1,0,1,0,1
243,@biebervalue @greenlinerzjm Mohammed had people murdered who disagreed with him. He raped women. He married a 6 year old. He beheaded Jews.,1,biebervalue greenlinerzjm mohammed people murdered disagreed raped woman married 6 year old beheaded jew,1,1,1,0,1
247,"RT @joe_nuzz: Graphic of growth of Radical Islam following 6 years of care,nurture,coddling by US Democrats #Islamists http://t.co/3YAx9Wpm���",1,rt joe_nuzz graphic growth radical islam following 6 year care nurture coddling u democrat islamist http //t.co/3yax9wpm���,0,0,1,0,1
249,"@ZamiraTwitt On the contrary, the brutal, bigoted, 2 god of Islam encourages the abuse of women. http://t.co/AFuW9Veuu6",1,zamiratwitt contrary brutal bigoted 2 god islam encourages abuse woman http //t.co/afuw9veuu6,1,1,1,0,1
251,"@KamelNasrEldien True, no other ideology is as vile, murderous, backwards and stupid as Islam.",1,kamelnasreldien true ideology vile murderous backwards stupid islam,1,0,0,0,1
254,@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 ISIS has slavery because the prophet Mohammed was a slave owner and trader.,1,98halima bilalighumman johnnygjokaj cdnkhadija rfrankh53 isi slavery prophet mohammed slave owner trader,0,0,1,0,1
255,@DecolonisedSoul Islam declared war on all humanity 1400 years ago.  It's time we recognize that and respond.,1,decolonisedsoul islam declared war humanity 1400 year ago 's time recognize respond,0,0,1,0,1
257,"@roisin_morgan Then you are a total idiot, because Muslims are killing people around the globe. They are at war with every religion on earth",1,roisin_morgan total idiot muslim killing people around globe war every religion earth,1,0,1,0,1
258,"RT @Canine_Rights: @KizzyCoy1 exactly, is this why Europe has Sharia no go zones, so they can hide their child rapists?",1,rt canine_rights kizzycoy1 exactly europe sharia go zone hide child rapist,0,0,0,1,1
259,"@Dr_Jreid Iran where there is no human freedom and where they murder Kurds, gays, apostates, political opponents.",1,dr_jreid iran human freedom murder kurd gay apostate political opponent,1,0,0,0,1
261,"These girls are the equivalent of the irritating Asian girls a couple years ago. Well done, 7. #MKR",1,girl equivalent irritating asian girl couple year ago well done 7 mkr,0,1,1,0,1
262,@sajid_fairooz @IsraeliRegime And periodically the Muslims went on rampages and murdered masses of Jews. This happed all over Muslim world.,1,sajid_fairooz israeliregime periodically muslim went rampage murdered mass jew happed muslim world,1,0,1,0,1
265,@Vandaliser @sajid_fairooz @IsraeliRegime There was no Muslim golden age. Those states were always slave states.,1,vandaliser sajid_fairooz israeliregime muslim golden age state always slave state,0,0,1,0,1
266,@IAmThe1Teacher You can preach coexistence all you want.  To Islamist you are just a useful idiot.,1,iamthe1teacher preach coexistence want islamist useful idiot,0,0,0,1,1
267,"RT @riwired: There is no ""moderate Islam"" Islam is #Islam. #Sharia is Islam, no difference. @itsomar99 @VileIslam @BasimaFaysal http://t.co���",1,rt riwired `` moderate islam '' islam islam sharia islam difference itsomar99 vileislam basimafaysal http //t.co���,1,0,1,0,1
268,"Following the example of the pedophile prophet Mohammed in every detail, one ISIS militant is marrying a 7 year old child in Mosul. #Islam",1,following example pedophile prophet mohammed every detail one isi militant marrying 7 year old child mosul islam,1,0,1,0,1
269,@greenlinerzjm You should be attacking everyone that follows a religious cult of hated and murder like Islam.,1,greenlinerzjm attacking everyone follows religious cult hated murder like islam,1,0,1,0,1
270,@CherguiaMbark @Nebula1979 I'm not interested in your sectarian divisions. Shia and Sunni are all following the vile pedophile prophet.,1,cherguiambark nebula1979 'm interested sectarian division shia sunni following vile pedophile prophet,0,0,0,1,1
272,"@aliabdalhamid @izrinhariri In Islam, the only ""innocent souls"" are Muslims.  Anyone else is fair game for any abuse.",1,aliabdalhamid izrinhariri islam `` innocent soul '' muslim anyone else fair game abuse,0,0,0,1,1
274,@HillaryGuess @riwired @izrinhariri @AtharHKhan Turkey and Egypt used to be mostly Christian and the Muslims have mostly exterminated them.,1,hillaryguess riwired izrinhariri atharhkhan turkey egypt used mostly christian muslim mostly exterminated,0,0,1,0,1
276,@BDSSupporter There are 1.5 billion Muslims idiot. For the size of their population they contribute virtually nothing.,1,bdssupporter 1.5 billion muslim idiot size population contribute virtually nothing,1,0,1,0,1
278,"@MaxBlumenthal @NYTOpinionator @Volker_Beck Blumenthal's silence on the Muslim Jihad against humanity, and it's cost.",1,maxblumenthal nytopinionator volker_beck blumenthal 's silence muslim jihad humanity 's cost,1,0,1,0,1
279,"@buellerishere @KellyTurner99 Since the Islamist Erdogan came to power,women's employment in Turkey fell 30%.He considers them baby machines",1,buellerishere kellyturner99 since islamist erdogan came power woman 's employment turkey fell 30 .he considers baby machine,0,1,0,0,1
280,@MaxBlumenthal The Arabian Peninsula was once full of Jews and Christians. They were decimated by the Muslims. Max is helping them finish it,1,maxblumenthal arabian peninsula full jew christian decimated muslim max helping finish,1,0,1,0,1
282,"RT @Greg389: #Islam dominates our crime, prison &amp; welfare system &amp; national security. Why are we still importing it? @PeterDutton_MP  #amag���",1,rt greg389 islam dominates crime prison amp welfare system amp national security still importing peterdutton_mp amag���,0,0,1,0,1
283,@ingyusarms The Quran writer imagined god as egotistical and as wanting to be worshiped and bowed to because he was unsophisticated.,1,ingyusarms quran writer imagined god egotistical wanting worshiped bowed unsophisticated,0,0,0,1,1
284,"@Love___Egypt @washingtonpost Muslims kill 50 times that many innocent non Muslims every day, so I don't care.",1,love___egypt washingtonpost muslim kill 50 time many innocent non muslim every day n't care,1,0,1,0,1
285,@ClassicDCoy @billmaher What - are you stupid.  There is nothing that compares to the inhumanity and barbarity of Islam.,1,classicdcoy billmaher stupid nothing compare inhumanity barbarity islam,1,1,0,0,1
286,@biebervalue @greenlinerzjm Here is the Quran telling men they can beat their wives and that men are superior. http://t.co/8xldNwbvZx,1,biebervalue greenlinerzjm quran telling men beat wife men superior http //t.co/8xldnwbvzx,1,1,0,0,1
287,RT @Angelemichelle: RT @PhxKen: ISLAM: CONTRIBUTING NOT ONE DAMN THING TO HUMANITY FOR 1400 YEARS. http://t.co/dajGDn1Wy3 WELL EXCEPT MURDE���,1,rt angelemichelle rt phxken islam contributing one damn thing humanity 1400 year http //t.co/dajgdn1wy3 well except murde���,0,0,1,0,1
289,@truaemusic Buddha said that slavery was unacceptable 1100 years before the slave trader Mohammed came along.,1,truaemusic buddha said slavery unacceptable 1100 year slave trader mohammed came along,0,0,1,0,1
290,"@UmarMal All the rest are impoverished, like every Muslim country that doesn't have an ocean of oil.",1,umarmal rest impoverished like every muslim country n't ocean oil,0,0,1,0,1
292,@HNK2TheRescue @AtheiStranger @Independent @IndyVoices It doesn't count for the vile people practicing vile Islam. http://t.co/5uNZKCyP3i,1,hnk2therescue atheistranger independent indyvoices n't count vile people practicing vile islam http //t.co/5unzkcyp3i,1,0,1,0,1
294,"@dankmtl @AAlwuhaib1977 @PeaceNotHate_ No asshole, the Israelis are defending themselves against this. https://t.co/8cmfoOZwxz",1,dankmtl aalwuhaib1977 peacenothate_ asshole israeli defending http //t.co/8cmfoozwxz,1,0,1,0,1
298,"@PoliticalAnt @Lithobolos @ZaibatsuNews All Muslims share an ideology that is spelled out as bigoted, 2, imperialists, 1.",1,politicalant lithobolos zaibatsunews muslim share ideology spelled bigoted 2 imperialist 1,1,0,1,0,1
299,"RT @NuritBaytch: .@MaxBlumenthal resents that journalists are reporting on the antisemitism by BDSers at UCLA.

bad press for the BDS mvmt,���",1,rt nuritbaytch maxblumenthal resents journalist reporting antisemitism bdsers ucla bad press bd mvmt ���,0,0,1,0,1
300,"@MaDaSaHaTtEr_17 @buttercupashby Another lie about the ""few bad seed"" All the polls show Muslim extremism. http://t.co/XIHmeTALon",1,madasahatter_17 buttercupashby another lie `` bad seed '' poll show muslim extremism http //t.co/xihmetalon,1,0,1,0,1
303,@AAlwuhaib1977 @dankmtl @PeaceNotHate_ the abuse that Christians who are stuck living with violent Muslims endure.,1,aalwuhaib1977 dankmtl peacenothate_ abuse christian stuck living violent muslim endure,1,0,1,0,1
304,"RT @sudixitca: Some people work very hard to make this world a better place, while others work very hard to book a drink and sex party in t���",1,rt sudixitca people work hard make world better place others work hard book drink sex party t���,0,1,0,0,1
305,@FarooqSumar @NafeezAhmed @MaxBlumenthal The Jews lived on 40% of the Arabian penninsula before the pedophile prophet started to murder them,1,farooqsumar nafeezahmed maxblumenthal jew lived 40 arabian penninsula pedophile prophet started murder,1,0,1,0,1
306,@harmlesstree2 Your pedophile Prophet made it exceedingly clear what his intentions were for Jews and Christians. http://t.co/gVJcnOh5bm,1,harmlesstree2 pedophile prophet made exceedingly clear intention jew christian http //t.co/gvjcnoh5bm,0,0,1,0,1
307,@yuskan0723 The filthy Palestinians have attacked and murdered Jewish children in their schools in the past.  So fuck Palestinians.,1,yuskan0723 filthy palestinian attacked murdered jewish child school past fuck palestinian,1,0,1,0,1
308,@batchelorshow @edgeofthesandbx @FearDept Ask the Muslims.  They are the ones killing all the Jews.,1,batchelorshow edgeofthesandbx feardept ask muslim one killing jew,1,0,1,0,1
309,@reza_rahman That's an excuse and a cop out.  Every single Islamic nation is repressive. They produce either dictators or theocrats.,1,reza_rahman 's excuse cop every single islamic nation repressive produce either dictator theocrats,0,0,0,1,1
312,@discerningmumin What are you talking about provocation? Islam declared war with the world.  That is more than enough provocation.,1,discerningmumin talking provocation islam declared war world enough provocation,0,0,0,1,1
313,@ibnHlophe @eeviewonders @CTFleaMarkets Jews used to live on 40% of the Arabian Penninsula.  Muslims have virtually exterminated them.,1,ibnhlophe eeviewonders ctfleamarkets jew used live 40 arabian penninsula muslim virtually exterminated,1,0,1,0,1
314,@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 I know that the scum Mohammed engraved hatred for Jews into Islam.,1,98halima johnnygjokaj bilalighumman cdnkhadija rfrankh53 know scum mohammed engraved hatred jew islam,1,0,1,0,1
315,"@MoAnsar @arennie44 Furthermore, Islam demands that women be locked in their homes and covered. Stop lying. http://t.co/iVd1vihPFa",1,moansar arennie44 furthermore islam demand woman locked home covered stop lying http //t.co/ivd1vihpfa,1,1,0,0,1
317,@roisin_morgan But Islamolunatic live by Islam and Sharia trying to fulfill Mohammed's wish to exterminate all Jews from peninsula.,1,roisin_morgan islamolunatic live islam sharia trying fulfill mohammed 's wish exterminate jew peninsula,1,0,1,0,1
318,@CamilleHughes16 @anthfieg1 @_Watch_Observe_ How many times do I have to tell you that most Muslims are extremists. http://t.co/n4sK0jFvmf,1,camillehughes16 anthfieg1 _watch_observe_ many time tell muslim extremist http //t.co/n4sk0jfvmf,1,0,1,0,1
319,@_d_n_verg_ @stevesalaita Look at this ranting lunatic Palestinian. Interesting what he tells us. https://t.co/8cmfoOZwxz,1,_d_n_verg_ stevesalaita look ranting lunatic palestinian interesting tell u http //t.co/8cmfoozwxz,0,0,1,0,1
320,"@ibnHlophe @sibanda_tapson @CTFleaMarkets Okay, we understand that you and your religion are terrorists.  Don't @ me any more.",1,ibnhlophe sibanda_tapson ctfleamarkets okay understand religion terrorist n't,0,0,0,1,1
323,"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Jesus didn't murder, rape, rob, go to war or own slaves like Mohammed.",1,sirajzarook bilalighumman odiniainvictus israeliregime jesus n't murder rape rob go war slave like mohammed,1,0,1,0,1
324,"@KellyTurner99 @brushyblues @buellerishere The rapist represent Islam because it's approved in the Quran and Hadiths, microbrain.",1,kellyturner99 brushyblues buellerishere rapist represent islam 's approved quran hadith microbrain,1,0,1,0,1
326,@J_Eddine @DiversityRUs Bad logic.  If all Muslims did what their books of hatred and murder tell them they would all be dead.,1,j_eddine diversityrus bad logic muslim book hatred murder tell would dead,1,0,1,0,1
327,"@birdSTL @MurdaMookez How can Palestine be free when it is ruled by Islamofascists that behead gays,practice honor killing,murder opposition",1,birdstl murdamookez palestine free ruled islamofascists behead gay practice honor killing murder opposition,1,1,1,0,1
328,@harmlesstree2 And this proved to be true.When there was no one left to steal from in the Saudi area they became broken down criminal places,1,harmlesstree2 proved true.when one left steal saudi area became broken criminal place,0,0,1,0,1
329,"@MalickBee Already did.  Found out that Islam is a vile, bigoted, hateful, murdering, 2, slavery supporting cult.",1,malickbee already found islam vile bigoted hateful murdering 2 slavery supporting cult,1,0,1,0,1
330,"@teddyboylocsin @tweetybird2009 @PatVPeters ISIS practices slavery and rape, Mohamed practiced slavery and rape.",1,teddyboylocsin tweetybird2009 patvpeters isi practice slavery rape mohamed practiced slavery rape,0,0,1,0,1
331,@_Jihadi_ @ansaralummah2 @lIlIlllIlIllI Democracy only means that people get to elect their leaders. Islam means they are ruled by freak god,1,_jihadi_ ansaralummah2 lililllililli democracy mean people get elect leader islam mean ruled freak god,1,0,1,0,1
338,@Vandaliser @sajid_fairooz @IsraeliRegime Islam is the religion of hatred and bigotry. http://t.co/speHOyfjU1,1,vandaliser sajid_fairooz israeliregime islam religion hatred bigotry http //t.co/spehoyfju1,1,0,1,0,1
340,@dankmtl @PeaceNotHate_ Mohammed stated clearly in the Hadith that he wanted Muslims to breed like rats so he could take over the world.,1,dankmtl peacenothate_ mohammed stated clearly hadith wanted muslim breed like rat could take world,1,0,1,0,1
341,@asem_1994 Mohammed was a slave owner and the Quran allows slavery. So ISIS returns to slavery. http://t.co/aVPyjTEK1Z,1,asem_1994 mohammed slave owner quran allows slavery isi return slavery http //t.co/avpyjtek1z,1,0,1,0,1
342,"RT @xertx3: Islam is a Worldwide mega disaster .Islam wants to drag us down to the 7th century, darkness, death and  destruction.",1,rt xertx3 islam worldwide mega disaster .islam want drag u 7th century darkness death destruction,1,0,1,0,1
346,"@JihadiA8 @Lisa_Marie74 Islam declared war on all mankind 1400 years ago, now Muslims cry like babies when others respond in kind.",1,jihadia8 lisa_marie74 islam declared war mankind 1400 year ago muslim cry like baby others respond kind,0,0,1,0,1
347,@discerningmumin Killing people because they believe differently than you and express that is not an excuse for murder except among Muslims.,1,discerningmumin killing people believe differently express excuse murder except among muslim,1,0,1,0,1
349,@BDSSupporter The Zionist label is just something scum like you use to attack Jews.,1,bdssupporter zionist label something scum like use attack jew,1,0,1,0,1
350,@MEAN_MARINE One of the first thing the prophet Mohammed did in his Islamic quest was to start  murdering Jews.  It has never really stopped,1,mean_marine one first thing prophet mohammed islamic quest start murdering jew never really stopped,1,0,1,0,1
353,@IAmThe1Teacher @IronmanL1 @stevecorrales80 It's utterly stupid to  tolerate the intolerance of Islam.,1,iamthe1teacher ironmanl1 stevecorrales80 's utterly stupid tolerate intolerance islam,1,0,1,0,1
354,@discerningmumin The Muslims also invaded India and murdered 80 million Hindus. They virtually exterminated all Buddhist on in India.,1,discerningmumin muslim also invaded india murdered 80 million hindu virtually exterminated buddhist india,1,0,1,0,1
357,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Every day we get the results of the hatred bred by Islam. http://t.co/FafjRPlI6t,1,qoloob4 vandaliser sajid_fairooz israeliregime every day get result hatred bred islam http //t.co/fafjrpli6t,1,0,1,0,1
358,@harmlesstree2 Only an idiot that doesn't history would say that.You have never studied the barbarity of the Muslims during that entire time,1,harmlesstree2 idiot n't history would say that.you never studied barbarity muslim entire time,1,0,1,0,1
359,"@congressman_aly No, the money comes from Muslims around the world who want a caliphate and the domination of Islam by force.",1,congressman_aly money come muslim around world want caliphate domination islam force,1,0,1,0,1
361,As long as we make feel good lectures and demonstrations about freedom of speech we are avoiding the real problem - the violence of Islam.,1,long make feel good lecture demonstration freedom speech avoiding real problem violence islam,1,0,1,0,1
362,@ardiem1m @MaxBlumenthal @oldkhayyam Their current behavior now is not to end up being ruled and under the power of Muslims again.,1,ardiem1m maxblumenthal oldkhayyam current behavior end ruled power muslim,0,0,1,0,1
363,"RT @disgruntledtory: If christianity is banned in Muslim countries, why do we allow Islam here?

Just asking",1,rt disgruntledtory christianity banned muslim country allow islam asking,0,0,1,0,1
367,"@BDSSupporter No, the Muslim states are the most murderous terrorist states on earth. It's not even close.",1,bdssupporter muslim state murderous terrorist state earth 's even close,1,0,1,0,1
368,@discerningmumin Good. We have established that Muslims are slavers and that their humanity has failed to evolve past slave owning.,1,discerningmumin good established muslim slaver humanity failed evolve past slave owning,1,0,1,0,1
373,@Vandaliser @sajid_fairooz @IsraeliRegime I'd rather deal with a clown hopped up on mushrooms than a Muslim filled with the hatred of Islam.,1,vandaliser sajid_fairooz israeliregime 'd rather deal clown hopped mushroom muslim filled hatred islam,1,0,1,0,1
374,"@rayyoosheh @waffle_gurl What race is Islam, nut case?",1,rayyoosheh waffle_gurl race islam nut case,0,0,1,0,1
375,@roisin_morgan The Quran spells out global domination of humanity through jihad. The Torah has no such global aim.,1,roisin_morgan quran spell global domination humanity jihad torah global aim,1,0,1,0,1
377,@greenlinerzjm @versacezaynx @nyazpolitics Most of the African slaves were slaves of Muslims.,1,greenlinerzjm versacezaynx nyazpolitics african slave slave muslim,1,0,1,0,1
380,@discerningmumin Oh please. Lecture me about porn when Muslims are the worlds biggest porn consumers and Islamic heaven is a brothel.,1,discerningmumin oh please lecture porn muslim world biggest porn consumer islamic heaven brothel,1,1,1,0,1
381,RT @dstfelix: to be clear white boys singing abt hanging niggers got them police protection. black ppl chanting Black Lives Matter got them���,1,rt dstfelix clear white boy singing abt hanging nigger got police protection black ppl chanting black life matter got them���,1,0,1,0,1
382,RT @sudixitca: .@VSRamchandra Islam = Nazism. How could it be reformed? @manonive,1,rt sudixitca vsramchandra islam nazism could reformed manonive,0,0,1,0,1
383,@islamujahideen Islam is the perpetuity of oppression. And I thank ISIS for helping the world to kill Islam.,1,islamujahideen islam perpetuity oppression thank isi helping world kill islam,1,0,1,0,1
384,@DawlatnaMansura The phony Allah worshiping madrassa rats will die at the hands of controllers a thousand miles away.,1,dawlatnamansura phony allah worshiping madrassa rat die hand controller thousand mile away,1,0,1,0,1
387,"@nrllhkose @BBCPaulAdams Either that murdering scum wins or the murdering, 2, genocidal Islamist scum wins.  Either way, scum wins.",1,nrllhkose bbcpauladams either murdering scum win murdering 2 genocidal islamist scum win either way scum win,1,0,1,0,1
391,"@harmlesstree2 In fact, Mohammed and his thugs were starving before they captured Khybar, stole the Jews property, and made them pay to live",1,harmlesstree2 fact mohammed thug starving captured khybar stole jew property made pay live,1,0,1,0,1
392,"@UmarFarooq_ @FaheemHus @jackmjenkins The example of Mohammed gives us a man who owned slaves, raped women, beheaded 600 Jews in one day.",1,umarfarooq_ faheemhus jackmjenkins example mohammed give u man owned slave raped woman beheaded 600 jew one day,1,1,1,0,1
393,@ajwatamr @ExposeFalsehood The follower of the pedophile prophet tries to be funny. But the world will outlaw Islam soon.,1,ajwatamr exposefalsehood follower pedophile prophet try funny world outlaw islam soon,1,0,1,0,1
394,"@obsurfer84 Mohammed's excuse in every aggression is, ""I had to attack because I heard they were going to attack"".",1,obsurfer84 mohammed 's excuse every aggression `` attack heard going attack '',0,0,1,0,1
395,"Muslims claim that there is no racism in #Islam.  But like everything else they claim, it is a lie. http://t.co/PiR6nd159a",1,muslim claim racism islam like everything else claim lie http //t.co/pir6nd159a,1,0,1,0,1
396,RT @Juliet777777: MUSLIMS Australia to form  Australian All-Muslim Army impose sharia law http://t.co/4PRVBxHEbV   #FFRNN #WAKINGUP @TedtBa���,1,rt juliet777777 muslim australia form australian all-muslim army impose sharia law http //t.co/4prvbxhebv ffrnn wakingup tedtba���,1,0,1,0,1
397,@Love___Egypt @washingtonpost The Jews are trying to defend themselves against Muslims trying to exterminate them. http://t.co/CQZS0zo0Li,1,love___egypt washingtonpost jew trying defend muslim trying exterminate http //t.co/cqzs0zo0li,1,0,1,0,1
401,@oldkhayyam @ardiem1m @MaxBlumenthal I hate Islam because it is a religion based on hatred and Jihad. http://t.co/N60I1tFxhW,1,oldkhayyam ardiem1m maxblumenthal hate islam religion based hatred jihad http //t.co/n60i1tfxhw,1,0,0,0,1
403,"@Dr_Jreid But Islam is proud of their slavery, imperialism, and genocide against minorities. The are murdering Kurds in Iran now.",1,dr_jreid islam proud slavery imperialism genocide minority murdering kurd iran,0,0,1,0,1
404,"@muslmdawah If you search objectively, you will find that the pedophile prophet Mohammed declared war on all humanity 1400 years ago.",1,muslmdawah search objectively find pedophile prophet mohammed declared war humanity 1400 year ago,1,0,1,0,1
406,"@wflanger @dandiedinmont @Number10gov Yeah, break relations with the only ME democracy that the Muslims are trying to exterminate. Smart.",1,wflanger dandiedinmont number10gov yeah break relation democracy muslim trying exterminate smart,1,0,1,0,1
407,"@cnni Nope.  With #democracy man makes all the laws by vote; with #Islam, Allah makes all the laws by the sword.  The two cannot coexist.",1,cnni nope democracy man make law vote islam allah make law sword two coexist,1,0,1,0,1
408,"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime The Quran itself is the source of the hatred, murder, imperialism, sexism.",1,sirajzarook bilalighumman odiniainvictus israeliregime quran source hatred murder imperialism sexism,1,1,1,0,1
409,@adoomieforlyf @Shaffrazz That old lie again. Muslims repeat the same lie again and again. Here is the truth about it http://t.co/a6zuxxS4NE,1,adoomieforlyf shaffrazz old lie muslim repeat lie truth http //t.co/a6zuxxs4ne,0,0,1,0,1
410,@dankmtl When they left the Israelis to be slaughtered they lost the land as they deserved.,1,dankmtl left israeli slaughtered lost land deserved,1,0,1,0,1
413,@Salon @TheMuslimGuy Do you think that the brick heads at Salon know that the prophet Mohammed beheaded people in mass? #Islam,1,salon themuslimguy think brick head salon know prophet mohammed beheaded people mass islam,1,0,1,0,1
414,@LifeInKhilafah Daesh price list for Yezidi and Christian sex slaves. http://t.co/H4ELrfxhSm,1,lifeinkhilafah daesh price list yezidi christian sex slave http //t.co/h4elrfxhsm,1,1,1,0,1
415,@Clashoftherats @YusufPeaceful @tummala82 @IndyVoices Leave it to a Muslim to claim four translators are lying rather than admit the truth.,1,clashoftherats yusufpeaceful tummala82 indyvoices leave muslim claim four translator lying rather admit truth,1,0,1,0,1
416,"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Buddhist teaching does not contain violence, hatred, or jihad. Islam does.",1,sirajzarook bilalighumman odiniainvictus israeliregime buddhist teaching contain violence hatred jihad islam,1,0,1,0,1
417,"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime A good Muslim is good despite his bad religion, not because of it.",1,sirajzarook odiniainvictus bilalighumman israeliregime good muslim good despite bad religion,0,0,1,0,1
