ID,Text,Classe,Homophobia,sexism,Racism
224,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan Only because there were too many Hindus to exterminate before the British...,3,0,0,1
225,"RT @AnneBayefsky: Gang-raped Saudi woman gets 200 lashes, jail time. Saudis on UN ""Human Rights"" Council. http://t.co/et8DDsmTrp http://t.c���",3,0,0,1
226,@CherguiaMbark Every Muslim convert becomes Muslim propaganda.,3,1,0,0
227,@truaemusic ...have some PC pandered tell me to accept a cult of hate.,3,1,0,1
228,RT @curdistani: ISIS trying to stop people fleeing Talabyad (Gre Spi) with lie of tht thy have captured #Kobane&amp;rocket voices hit near are ���,3,0,0,0
229,RT @sudixitca: You say Islam is a religion. I say it is a cult. Islam's activities match the description of crime mafia. You must bust it. ���,3,0,0,1
230,@zh_ha89 You just proved that you are stupid.  I just showed you the Hadiths where Mohammed calls women stupid and you still deny it.,3,0,1,0
231,@ingyusarms There is actual spirituality in Buddhism and Tao.  There is zero spirituality in Islam.,3,0,0,0
232,"@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed had people,who disagreed with him murdered. ISIS murders the same.",3,0,0,0
233,"@semzyxx @NAInfidels @owais00 Furthermore, you cannot identify a single verse of the Quran that limits the age of marriage of a girl.",3,0,0,0
234,@harmlesstree2 @MaxBlumenthal Not only them. Mohammed ejected the other 2 Jewish tribes from Medina and later slaughtered them at Khybar.,3,1,0,1
235,@rayyoosheh 51 Christians or Hindus have been murdered for blasphemy by Muslim mobs in Pakistan alone. Why should Israel be subject to that?,3,0,0,1
236,"@discerningmumin Yes, the western world was unaware of the layer of Islamolunatics that lived under the thumbs of the dictators.",3,0,0,0
237,"@doammuslims @ajwatamr Scum bag Islamists evacuated all the Christian and Ezidi civilians from their homes in Mosul, Raqqa, Sinjar.",3,0,0,1
238,@pNibbler @AlterNet @MaxBlumenthal million Muslims are extremists.,3,0,0,1
239,@greenlinerzjm Islam declared war on all humanity 1400 years ago and denying it is simply a lie.,3,0,0,1
240,@Number10gov I'm totally sick of these politically expedient statements after every attack by Islam on humanity.,3,0,0,1
241,@truaemusic @mattybboi83 @Number10gov What matters is that people like you are trying to lay a guilt trip on us while ignoring the truth.,3,0,0,0
242,"@scamp_faridxx @AbuAlbaraaSham Islam declared war on all humanity 1400 years ago, so talking about murderers of Muslims is total hypocrisy.",3,0,0,1
243,@biebervalue @greenlinerzjm Mohammed had people murdered who disagreed with him. He raped women. He married a 6 year old. He beheaded Jews.,3,1,1,1
244,@teddyboylocsin @tweetybird2009 @PatVPeters When has he ever done anything else?,3,0,0,0
245,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime We are suppose to believe that Muslims defended themselves all the way to Europe &amp; India.,3,0,0,0
246,"@BilalIGhumman @johnnygjokaj @98Halima @cdnKhadija @rfrankh53 The Muslims attacked Europe 400 years before crusades, microbrain.",3,0,0,1
247,"RT @joe_nuzz: Graphic of growth of Radical Islam following 6 years of care,nurture,coddling by US Democrats #Islamists http://t.co/3YAx9Wpm���",3,0,0,1
248,@akh_fuaadh @ToAllahWeReturn Manipulative and threatening BS.  Proving that people have to be intimidated into following the god of terror.,3,0,0,0
249,"@ZamiraTwitt On the contrary, the brutal, bigoted, 2 god of Islam encourages the abuse of women. http://t.co/AFuW9Veuu6",3,1,1,1
250,@truaemusic @mattybboi83 @Number10gov There are over 100 Islamic terrorist organizations. KKK Virtually dead. There is no canceling out.,3,0,0,1
251,"@KamelNasrEldien True, no other ideology is as vile, murderous, backwards and stupid as Islam.",3,0,1,0
252,"@discerningmumin I wouldn't be too concerned about that, because outside the canon of Islam, there is no historical evidence of Mohammed.",3,0,0,0
253,@YusufPeaceful @Clashoftherats @tummala82 @IndyVoices So now you Taquiyya liars deny what is explicit in the Quran. http://t.co/u1r2GhUon9,3,0,0,1
254,@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 ISIS has slavery because the prophet Mohammed was a slave owner and trader.,3,1,0,1
255,@DecolonisedSoul Islam declared war on all humanity 1400 years ago.  It's time we recognize that and respond.,3,0,0,1
256,"RT @PamelaGeller: Copenhagen: Devout Muslim who fired on free speech event and synagogue opens fire on police, is killed: ���Polic... http://���",3,0,0,0
257,"@roisin_morgan Then you are a total idiot, because Muslims are killing people around the globe. They are at war with every religion on earth",3,1,0,1
258,"RT @Canine_Rights: @KizzyCoy1 exactly, is this why Europe has Sharia no go zones, so they can hide their child rapists?",3,1,0,1
259,"@Dr_Jreid Iran where there is no human freedom and where they murder Kurds, gays, apostates, political opponents.",3,1,0,1
260,@etsho127 @PAWarnhoff @SumerSloan That is the fault of the terrorist who are hiding behind the women and children. Blame them.,3,0,0,0
261,"These girls are the equivalent of the irritating Asian girls a couple years ago. Well done, 7. #MKR",3,0,0,1
262,@sajid_fairooz @IsraeliRegime And periodically the Muslims went on rampages and murdered masses of Jews. This happed all over Muslim world.,3,1,0,1
263,@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 The stupidist arguments are the ones rationalizing the barbarity of Islam.,3,1,0,0
264,"@ShamiObserver The Muslims are the crusaders, microbrain.",3,0,0,1
265,@Vandaliser @sajid_fairooz @IsraeliRegime There was no Muslim golden age. Those states were always slave states.,3,1,0,0
266,@IAmThe1Teacher You can preach coexistence all you want.  To Islamist you are just a useful idiot.,3,0,0,0
267,"RT @riwired: There is no ""moderate Islam"" Islam is #Islam. #Sharia is Islam, no difference. @itsomar99 @VileIslam @BasimaFaysal http://t.co���",3,1,0,1
268,"Following the example of the pedophile prophet Mohammed in every detail, one ISIS militant is marrying a 7 year old child in Mosul. #Islam",3,1,0,0
269,@greenlinerzjm You should be attacking everyone that follows a religious cult of hated and murder like Islam.,3,0,0,1
270,@CherguiaMbark @Nebula1979 I'm not interested in your sectarian divisions. Shia and Sunni are all following the vile pedophile prophet.,3,1,0,0
271,@Vandaliser @sajid_fairooz @IsraeliRegime Go read about the history of Algebra. The few small contributions from Mus came from conquered ppl,3,0,0,1
272,"@aliabdalhamid @izrinhariri In Islam, the only ""innocent souls"" are Muslims.  Anyone else is fair game for any abuse.",3,1,0,0
273,"RT @joe_nuzz: Ezra Levant - From Canadian jihadis to ISIS, it's all Islam http://t.co/hWHVLwbWIS via @wordpressdotcom",3,0,0,1
274,@HillaryGuess @riwired @izrinhariri @AtharHKhan Turkey and Egypt used to be mostly Christian and the Muslims have mostly exterminated them.,3,0,0,1
275,"@HillaryGuess @riwired @izrinhariri Again, look at this chart and tell me were you get the ""a few"" idea. http://t.co/QSTtdz57VJ",3,0,0,0
276,@BDSSupporter There are 1.5 billion Muslims idiot. For the size of their population they contribute virtually nothing.,3,0,0,0
277,RT @Kypsta: France is on the verge of major cultural backlash against even moderate Islam. The tension has built for decades. The line has ���,3,1,0,0
278,"@MaxBlumenthal @NYTOpinionator @Volker_Beck Blumenthal's silence on the Muslim Jihad against humanity, and it's cost.",3,0,0,0
279,"@buellerishere @KellyTurner99 Since the Islamist Erdogan came to power,women's employment in Turkey fell 30%.He considers them baby machines",3,1,0,1
280,@MaxBlumenthal The Arabian Peninsula was once full of Jews and Christians. They were decimated by the Muslims. Max is helping them finish it,3,0,0,0
281,@ardiem1m @MaxBlumenthal @oldkhayyam Hamas throws their political opponents off roof tops. Is that your idea of humanity?,3,0,0,0
282,"RT @Greg389: #Islam dominates our crime, prison &amp; welfare system &amp; national security. Why are we still importing it? @PeterDutton_MP  #amag���",3,1,0,1
283,@ingyusarms The Quran writer imagined god as egotistical and as wanting to be worshiped and bowed to because he was unsophisticated.,3,1,0,0
284,"@Love___Egypt @washingtonpost Muslims kill 50 times that many innocent non Muslims every day, so I don't care.",3,0,0,0
285,@ClassicDCoy @billmaher What - are you stupid.  There is nothing that compares to the inhumanity and barbarity of Islam.,3,0,0,1
286,@biebervalue @greenlinerzjm Here is the Quran telling men they can beat their wives and that men are superior. http://t.co/8xldNwbvZx,3,1,0,1
287,RT @Angelemichelle: RT @PhxKen: ISLAM: CONTRIBUTING NOT ONE DAMN THING TO HUMANITY FOR 1400 YEARS. http://t.co/dajGDn1Wy3 WELL EXCEPT MURDE���,3,1,0,1
288,"@AhleFars And you can only get highly educated people out of a free modern society, not a 7th century one based on superstition.",3,0,0,0
289,@truaemusic Buddha said that slavery was unacceptable 1100 years before the slave trader Mohammed came along.,3,0,0,1
290,"@UmarMal All the rest are impoverished, like every Muslim country that doesn't have an ocean of oil.",3,0,0,0
291,"@zh_ha89 Your religion teaches you to shut up, obey your husband, stay in your house, cover in a tent and calls you stupid.",3,1,1,0
292,@HNK2TheRescue @AtheiStranger @Independent @IndyVoices It doesn't count for the vile people practicing vile Islam. http://t.co/5uNZKCyP3i,3,0,0,1
293,@SamihNewsam @MaxBlumenthal Both the Muslim men and their religious texts abuse women. http://t.co/KFlYgPtbQB,3,1,0,1
294,"@dankmtl @AAlwuhaib1977 @PeaceNotHate_ No asshole, the Israelis are defending themselves against this. https://t.co/8cmfoOZwxz",3,0,0,1
295,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws If you walked down Saudi street dressed like in yr picture would be arrested.,3,1,0,0
296,RT @taslimanasreen: All religions are not the same. Islam is more violent than other religions.,3,0,0,1
297,@5Haqq @abualiis Just like there was 1400 years ago. The flies are free.,3,0,0,0
298,"@PoliticalAnt @Lithobolos @ZaibatsuNews All Muslims share an ideology that is spelled out as bigoted, 2, imperialists, 1.",3,1,0,1
299,"RT @NuritBaytch: .@MaxBlumenthal resents that journalists are reporting on the antisemitism by BDSers at UCLA.

bad press for the BDS mvmt,���",3,0,0,0
300,"@MaDaSaHaTtEr_17 @buttercupashby Another lie about the ""few bad seed"" All the polls show Muslim extremism. http://t.co/XIHmeTALon",3,0,0,1
301,"RT @ZaabSethna: This is well-written &amp; worth reading on daily life in Mosul today ""Caliphatalism?"" http://t.co/IbNJKUmHWk via @aminterest",3,0,0,0
302,"RT @peddoc63: Not High horse����high alert���
���Will Obama defend Christianity &amp; America or just ISLAM������@RedNationRising @gmiller1952 http://t.co���",3,0,0,0
303,@AAlwuhaib1977 @dankmtl @PeaceNotHate_ the abuse that Christians who are stuck living with violent Muslims endure.,3,1,0,1
304,"RT @sudixitca: Some people work very hard to make this world a better place, while others work very hard to book a drink and sex party in t���",3,0,0,0
305,@FarooqSumar @NafeezAhmed @MaxBlumenthal The Jews lived on 40% of the Arabian penninsula before the pedophile prophet started to murder them,3,0,0,1
306,@harmlesstree2 Your pedophile Prophet made it exceedingly clear what his intentions were for Jews and Christians. http://t.co/gVJcnOh5bm,3,0,0,1
307,@yuskan0723 The filthy Palestinians have attacked and murdered Jewish children in their schools in the past.  So fuck Palestinians.,3,1,0,1
308,@batchelorshow @edgeofthesandbx @FearDept Ask the Muslims.  They are the ones killing all the Jews.,3,0,0,1
309,@reza_rahman That's an excuse and a cop out.  Every single Islamic nation is repressive. They produce either dictators or theocrats.,3,0,0,1
310,@mutaSawwif There isn't even a remote comparison between Abu Grahib and those images. And what happens in those images represents Islam.,3,0,0,1
311,@thehill @donttreadonme65 Putin has literally thousands of hired trolls working the internet to shape opinion with Putin propaganda.,3,0,0,0
312,@discerningmumin What are you talking about provocation? Islam declared war with the world.  That is more than enough provocation.,3,0,0,0
313,@ibnHlophe @eeviewonders @CTFleaMarkets Jews used to live on 40% of the Arabian Penninsula.  Muslims have virtually exterminated them.,3,0,0,1
314,@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 I know that the scum Mohammed engraved hatred for Jews into Islam.,3,1,0,1
315,"@MoAnsar @arennie44 Furthermore, Islam demands that women be locked in their homes and covered. Stop lying. http://t.co/iVd1vihPFa",3,0,0,0
316,"@MiddleEastEye If you want to understand ISIS, understand Islam. They are exactly the same.",3,0,0,1
317,@roisin_morgan But Islamolunatic live by Islam and Sharia trying to fulfill Mohammed's wish to exterminate all Jews from peninsula.,3,1,0,1
318,@CamilleHughes16 @anthfieg1 @_Watch_Observe_ How many times do I have to tell you that most Muslims are extremists. http://t.co/n4sK0jFvmf,3,0,0,1
319,@_d_n_verg_ @stevesalaita Look at this ranting lunatic Palestinian. Interesting what he tells us. https://t.co/8cmfoOZwxz,3,0,0,1
320,"@ibnHlophe @sibanda_tapson @CTFleaMarkets Okay, we understand that you and your religion are terrorists.  Don't @ me any more.",3,0,0,1
321,"@watan71969 @geeky_zekey And looking at your page, I can see that you are in the business of photoshopping images, Islamist cocksucker.",3,0,0,1
322,@harmlesstree2 Like the Ottoman Empire was a pure slave state.,3,0,0,0
323,"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Jesus didn't murder, rape, rob, go to war or own slaves like Mohammed.",3,0,0,1
324,"@KellyTurner99 @brushyblues @buellerishere The rapist represent Islam because it's approved in the Quran and Hadiths, microbrain.",3,1,0,1
325,@dankmtl And off course the fact that the same is happening to minority populations all over the ME goes over your vacuous head.,3,0,0,1
326,@J_Eddine @DiversityRUs Bad logic.  If all Muslims did what their books of hatred and murder tell them they would all be dead.,3,0,0,0
327,"@birdSTL @MurdaMookez How can Palestine be free when it is ruled by Islamofascists that behead gays,practice honor killing,murder opposition",3,0,1,1
328,@harmlesstree2 And this proved to be true.When there was no one left to steal from in the Saudi area they became broken down criminal places,3,1,0,0
329,"@MalickBee Already did.  Found out that Islam is a vile, bigoted, hateful, murdering, 2, slavery supporting cult.",3,1,0,1
330,"@teddyboylocsin @tweetybird2009 @PatVPeters ISIS practices slavery and rape, Mohamed practiced slavery and rape.",3,0,0,1
331,@_Jihadi_ @ansaralummah2 @lIlIlllIlIllI Democracy only means that people get to elect their leaders. Islam means they are ruled by freak god,3,1,0,0
332,@NNdabbour64 And I would never go near a country with blasphemy laws.,3,0,0,0
333,@PTISalarKhan @georgegalloway Of course Muslim religious bigots like you think that is okay.,3,0,0,0
334,@OneLegSandpiper @DblBlackDs But Islam is the source and dealing with the symptom accomplishes zero. After ISIS and the rest will be more.,3,0,0,0
335,@AnnaMainwaring1 Your sadness is exactly what the terrorists want.,3,0,0,0
336,"@AMohedin Okay, so we understand that the Quran makes striking a woman an option and that the woman must obey the man.",3,0,1,0
337,"@PsychBarakat @PhilipMills8 @jncatron themselves clearly tell you that their intentions are a bigoted, 3 holy war of extermination.",3,1,0,1
338,@Vandaliser @sajid_fairooz @IsraeliRegime Islam is the religion of hatred and bigotry. http://t.co/speHOyfjU1,3,1,0,1
339,@IftikharAwan Did your prophet rape slaves like ISIS - yes.  Did your prophet tell women to cover up and stay home like ISIS - yes. #Islam,3,1,1,0
340,@dankmtl @PeaceNotHate_ Mohammed stated clearly in the Hadith that he wanted Muslims to breed like rats so he could take over the world.,3,1,0,1
341,@asem_1994 Mohammed was a slave owner and the Quran allows slavery. So ISIS returns to slavery. http://t.co/aVPyjTEK1Z,3,0,0,1
342,"RT @xertx3: Islam is a Worldwide mega disaster .Islam wants to drag us down to the 7th century, darkness, death and  destruction.",3,1,0,1
343,"@truaemusic Okay, show me where Buddha or Lao Tse ever hurt anyone or advocated anyone be hurt.",3,0,0,0
344,"@uygaraktas After committing genocide and murdering countless civilians, scum bag Deash try to use babies for propaganda.",3,0,0,1
345,@NNdabbour64 And you get to put an X on the Islamic bullshit bingo card. http://t.co/gDAGWcox9l,3,0,0,1
346,"@JihadiA8 @Lisa_Marie74 Islam declared war on all mankind 1400 years ago, now Muslims cry like babies when others respond in kind.",3,1,0,1
347,@discerningmumin Killing people because they believe differently than you and express that is not an excuse for murder except among Muslims.,3,0,0,1
348,@TheInfoIslam We all saw Cantlie's video of how Kobane was entirely taken by the Daesh and only mopping up was left.  We are still laughing.,3,0,0,0
349,@BDSSupporter The Zionist label is just something scum like you use to attack Jews.,3,1,0,1
350,@MEAN_MARINE One of the first thing the prophet Mohammed did in his Islamic quest was to start  murdering Jews.  It has never really stopped,3,0,0,1
351,@End_Bigotry @Bruciebabe @chezkig1 @edulixavot34 @MaxBlumenthal Human rights record of animals living in Palestine. http://t.co/qJcII9wcWi,3,0,0,0
352,"@SafeensS The nuns are wearing the chosen robs of the clergy, not what every woman is required to wear by the 2 religion.",3,0,0,0
353,@IAmThe1Teacher @IronmanL1 @stevecorrales80 It's utterly stupid to  tolerate the intolerance of Islam.,3,0,0,1
354,@discerningmumin The Muslims also invaded India and murdered 80 million Hindus. They virtually exterminated all Buddhist on in India.,3,0,0,1
355,"@omarsuleiman504 @asimb Chapel Hill is not surprising. What is surprising is that given the level of Islamic terrorism, there is so little.",3,1,0,0
356,"RT @saraewilliams: New chant outside the diwan in #Amman: ""No Tahawi, no Zarqawi, we want to execute al-Rishawi""",3,0,0,0
357,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Every day we get the results of the hatred bred by Islam. http://t.co/FafjRPlI6t,3,0,0,1
358,@harmlesstree2 Only an idiot that doesn't history would say that.You have never studied the barbarity of the Muslims during that entire time,3,0,0,1
359,"@congressman_aly No, the money comes from Muslims around the world who want a caliphate and the domination of Islam by force.",3,1,0,1
360,"@ShamiAnalyst No one ask for your pedophile serving propaganda, swine.",3,0,0,0
361,As long as we make feel good lectures and demonstrations about freedom of speech we are avoiding the real problem - the violence of Islam.,3,0,0,1
362,@ardiem1m @MaxBlumenthal @oldkhayyam Their current behavior now is not to end up being ruled and under the power of Muslims again.,3,0,0,0
363,"RT @disgruntledtory: If christianity is banned in Muslim countries, why do we allow Islam here?

Just asking",3,0,0,1
364,@KJBar @JulieBishopMP It will be the same evil tentacles that are already there in a different uniform.,3,0,0,0
365,@Bruciebabe @MaxBlumenthal Radical Islam on the rise in Indonesia. http://t.co/m1AUGT6RY3,3,0,0,0
366,"@semzyxx Do you approve of your pedophile prophet raping a 9 year old girl, like it says in 7 hadith?",3,1,0,0
367,"@BDSSupporter No, the Muslim states are the most murderous terrorist states on earth. It's not even close.",3,1,0,1
368,@discerningmumin Good. We have established that Muslims are slavers and that their humanity has failed to evolve past slave owning.,3,0,0,1
369,@ummayman90 And you can't use the culture excuse because Mohammed claimed to be guided by Allah and that he was creating a culture. #Islam,3,0,0,1
370,@ummayman90 As a percentage there are very few. And they are usually poor women who marry a Muslim man. There is nothing persuasive in Islam,3,0,0,0
371,"@tommydevlin1974 What is ""mainstream"" about him? Forgetting murdered Christians, closed universities, murdered doctors, women locked at home",3,1,1,0
372,@hstapanghosh They will all have no skills except jihad.,3,0,0,0
373,@Vandaliser @sajid_fairooz @IsraeliRegime I'd rather deal with a clown hopped up on mushrooms than a Muslim filled with the hatred of Islam.,3,1,0,1
374,"@rayyoosheh @waffle_gurl What race is Islam, nut case?",3,0,0,1
375,@roisin_morgan The Quran spells out global domination of humanity through jihad. The Torah has no such global aim.,3,0,0,0
376,"RT @God_Equals_Sant: Saudi Arabia sewer qurans. When you can't express your hatred for Islam in words, throw them in the sewer. http://t.co���",3,0,0,1
377,@greenlinerzjm @versacezaynx @nyazpolitics Most of the African slaves were slaves of Muslims.,3,0,0,0
378,"RT @Madasatrain69: @OZzSue @Muslim_Patrol @sneekinsneekout
Read an Islamist's tweet. http://t.co/7uAkhcWAvl
Insane.
Life denying. Heartless���",3,1,0,1
379,"@truaemusic This means that if you want to establish a humanist ideaology, Islam will get in the way much more than Buddhism.",3,0,0,0
380,@discerningmumin Oh please. Lecture me about porn when Muslims are the worlds biggest porn consumers and Islamic heaven is a brothel.,3,1,0,1
381,RT @dstfelix: to be clear white boys singing abt hanging niggers got them police protection. black ppl chanting Black Lives Matter got them���,3,0,0,1
382,RT @sudixitca: .@VSRamchandra Islam = Nazism. How could it be reformed? @manonive,3,1,0,1
383,@islamujahideen Islam is the perpetuity of oppression. And I thank ISIS for helping the world to kill Islam.,3,1,0,0
384,@DawlatnaMansura The phony Allah worshiping madrassa rats will die at the hands of controllers a thousand miles away.,3,0,0,1
385,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know you have religious police telling how to dress.,3,1,0,0
386,"@Wonderstroke Mohammed was suppose to be guided by god, and his example was for all mankind for all time. He was not suppose to follow.",3,0,0,0
387,"@nrllhkose @BBCPaulAdams Either that murdering scum wins or the murdering, 2, genocidal Islamist scum wins.  Either way, scum wins.",3,1,0,1
388,@_d_n_verg_ @stevesalaita Palestinians are half Egyptian and half Saudi. Palestinians are the spearhead for the Arabs against the Jews.,3,0,0,1
389,Why would anyone loan money to Greece when they can be 99.9% certain it will never be paid back.,3,0,0,0
390,@JohnMannMP @JoRitson Now you assholes continue to victimize those girls by trying to create distractions while letting the rapists go free.,3,1,0,0
391,"@harmlesstree2 In fact, Mohammed and his thugs were starving before they captured Khybar, stole the Jews property, and made them pay to live",3,0,0,1
392,"@UmarFarooq_ @FaheemHus @jackmjenkins The example of Mohammed gives us a man who owned slaves, raped women, beheaded 600 Jews in one day.",3,1,1,1
393,@ajwatamr @ExposeFalsehood The follower of the pedophile prophet tries to be funny. But the world will outlaw Islam soon.,3,1,0,1
394,"@obsurfer84 Mohammed's excuse in every aggression is, ""I had to attack because I heard they were going to attack"".",3,0,0,0
395,"Muslims claim that there is no racism in #Islam.  But like everything else they claim, it is a lie. http://t.co/PiR6nd159a",3,0,0,1
396,RT @Juliet777777: MUSLIMS Australia to form  Australian All-Muslim Army impose sharia law http://t.co/4PRVBxHEbV   #FFRNN #WAKINGUP @TedtBa���,3,0,0,1
397,@Love___Egypt @washingtonpost The Jews are trying to defend themselves against Muslims trying to exterminate them. http://t.co/CQZS0zo0Li,3,0,0,1
398,"@truaemusic @mattybboi83 @Number10gov There is no comparing the vileness of Mohammed to Jesus or Buddha, or Lao Tse.He was simply a criminal",3,1,0,1
399,@reza_rahman You are basically claiming that a religion that teaches hatred and murder has nothing to do with hatred and murder. Dumb!,3,1,0,0
400,@RT_com Saudi would be a big joke if it wasn't crushing the lives of millions of people. #Islam,3,0,0,0
401,@oldkhayyam @ardiem1m @MaxBlumenthal I hate Islam because it is a religion based on hatred and Jihad. http://t.co/N60I1tFxhW,3,1,0,1
402,"@obsurfer84 Furthermore, all the Hadiths about Aisha's age are classified as Sahih - meaning Sound.",3,0,0,0
403,"@Dr_Jreid But Islam is proud of their slavery, imperialism, and genocide against minorities. The are murdering Kurds in Iran now.",3,1,0,1
404,"@muslmdawah If you search objectively, you will find that the pedophile prophet Mohammed declared war on all humanity 1400 years ago.",3,1,0,1
405,@sibelo76 I read the entire Quran and much of the Hadiths. I know more about Islam than most Muslims. It is a curse to all mankind.,3,0,0,0
406,"@wflanger @dandiedinmont @Number10gov Yeah, break relations with the only ME democracy that the Muslims are trying to exterminate. Smart.",3,0,0,1
407,"@cnni Nope.  With #democracy man makes all the laws by vote; with #Islam, Allah makes all the laws by the sword.  The two cannot coexist.",3,1,0,0
408,"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime The Quran itself is the source of the hatred, murder, imperialism, sexism.",3,1,1,0
409,@adoomieforlyf @Shaffrazz That old lie again. Muslims repeat the same lie again and again. Here is the truth about it http://t.co/a6zuxxS4NE,3,0,0,1
410,@dankmtl When they left the Israelis to be slaughtered they lost the land as they deserved.,3,0,0,0
411,@no2_tweet Here are Churchill's views about the pedophile prophet. http://t.co/tX7LHgnwf7,3,0,0,0
412,"@MaDaSaHaTtEr_17 @buttercupashby There is no love and respect in the Quran. It is full of hatred, bigotry, sexism and incitement to murder.",3,0,1,1
413,@Salon @TheMuslimGuy Do you think that the brick heads at Salon know that the prophet Mohammed beheaded people in mass? #Islam,3,0,0,1
414,@LifeInKhilafah Daesh price list for Yezidi and Christian sex slaves. http://t.co/H4ELrfxhSm,3,0,1,1
415,@Clashoftherats @YusufPeaceful @tummala82 @IndyVoices Leave it to a Muslim to claim four translators are lying rather than admit the truth.,3,0,0,0
416,"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Buddhist teaching does not contain violence, hatred, or jihad. Islam does.",3,0,0,0
417,"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime A good Muslim is good despite his bad religion, not because of it.",3,0,0,0
418,RT @peddoc63: ���Obama swindling future generations of Americans adding 9 trillion dollars to debt����@CarmineZozzora #WakeUpAmerica http://t.co���,3,0,0,0
419,"@asem_1994 Mohammed raped slave girls, the Quran approves of the rape of slave girls - so ISIS rapes, slave girls.",3,1,0,0
420,"@BDSSupporter Who cares where they were born, camel breath, they call themselves Israelis and Jews.",3,0,0,1
421,@ldstarr18 @AC360 You are a liar trying to shut people up using the term  #3.  Islam is not a race and you know it. It is a death cult.,3,0,0,1
422,@ILTAFSHEHZAD Why would I care about the opinion of a guy who follows a pedophile prophet?,3,1,0,0
423,@MaxBlumenthal @mehdirhasan @tnr Imagine a Muslim journalist making a case for why ISIS is not Islamic.  No self interest there. LOL.,3,0,0,0
424,@Abu_Baraa1 @Myself_00001 Now if we can only get the world to recognize that Islam declared war on humanity 1400 ago and outlaw it.,3,0,0,1
425,@MaxBlumenthal @veganforareason @brendlewhat @dhere A Muslim woman talks about sex slaves while Max panders to them. https://t.co/jXPDgugY01,3,0,0,1
426,@zakirnaikirf Saying that Islam is a way of life means that it tells you that you cannot have democracy and must instead follow a pedophile.,3,0,0,1
427,@mutaSawwif If you don't like hate then you will have to rewrite half of the Quran.,3,0,0,0
428,"@IAmThe1Teacher The Quran spend 1/3 of it's space hating on ""unbelievers"".  That's hard to put aside. http://t.co/fQ99V6SIYG",3,0,0,0
429,"@LifeInKhilafah Well, since Islam is full of hate and divisiveness, it does bring thugs who hate to Islam.",3,0,0,0
430,@YRohaibani @ajwatamr So you just blow off the ones murdered by the Islamists.  Using dead kids for your religious objectives.,3,0,0,1
431,"@congressman_aly No, the Muslims worldwide are the problem. Israel is protecting itself against the same Muslim persecution that is global.",3,0,0,1
432,@dancohen3000 @MaxBlumenthal Wheras the Arabs really are behaving people and you scum are ignoring it.,3,1,0,0
433,@anthfieg1 @CamilleHughes16 @_Watch_Observe_ Can we kill for Don? And does he give us a bunch of virgins in heaven for doing it?,3,1,0,0
434,@BilalIGhumman @OdiniaInvictus @IsraeliRegime That old line of BS.  There are over 100 Islamic terrorist orgs. No other religion is close.,3,1,0,0
435,"@Vandaliser @sajid_fairooz @IsraeliRegime Even with what Hitler did to Jews, still more want to live in the west than under hatefilled Islam",3,1,0,0
436,"@LLiraqi I guess if you call murder, rape, slavery, hatred, bigotry and sexism beautiful, then it is beautiful.",3,1,1,1
437,"@eS3udi @Just_Nafisa @FatimaFatwa @JRehling If you are a Muslim, and if you have actually read the Quran, then you have to be a total liar.",3,0,0,0
438,@AbuYigitAlCahrz @LeonardoMaxwel1 Another barbaric aspect of Islam is to murder people for the way they were born.,3,0,0,1
439,@Just_Nafisa @FatimaFatwa @eS3udi @JRehling Of course.  That is because Islam is a religion of murder and other Muslims are in rifle range.,3,1,0,1
440,@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 And the Quran sanctions raping slave girls.,3,1,0,0
441,@States_Mujahid2 @Islam4EA Allah scewed up when he planned on Kobane. Now the free citizens of Kobane are rebuilding. http://t.co/0wCXCzfU7M,3,0,0,0
442,"@alihadi68 @rudoren @nytimes Hey, at least he doesn't murder people for apostacy and blasphemy like your tribe of scum.",3,1,0,0
443,@usamani1 Seems like being a Muslim and living off a steady diet of conspiracy theories go together.  Islam is a religion of ignorance.,3,1,0,1
444,@suranie Exactly.  Merkel is defending this.  And the protesters are called Islamophobes for being against it. http://t.co/08ZwRcTo88,3,1,0,1
445,Saudi cleric believes earth does not revolve around sun. There must be 50 ways to return to the 7th century with #Islam as your expert guide,3,0,0,0
446,@IAmThe1Teacher @stevecorrales80 @IronmanL1 Islam declared war on all humanity 1400 years ago.  And nothing has changed.,3,1,0,1
447,@ardiem1m @MaxBlumenthal @oldkhayyam No it is the Muslims that have done the ethnic cleansing for 1400 years. Israel is putting a stop to it,3,1,0,1
