ID,Text,Classe,Text_Lem,Homophobia,sexism,Racism
140,"RT @PatDollard: The #Ferguson ""crisis"" was manufactured by @BarackObama as the opening gambit of his campaign to limit cops' ability to arr���",3,rt patdollard ferguson `` crisis '' manufactured barackobama opening gambit campaign limit cop ability arr���,1,0,0
141,@TheInfoIslam Oh good. That get's them out from behind the civilians so that the Peshmerga can kill them.,3,theinfoislam oh good get 's behind civilian peshmerga kill,0,0,0
142,@RTUKnews An Islamist human rights group? LOL. Now there is a contradiction in terms.,3,rtuknews islamist human right group lol contradiction term,0,0,0
143,"@Abu_Baraa1 Peace? You Idiot, Islam declared war on all humanity 1400 years ago. How can you blab on about peace. Time to exterminate Islam.",3,abu_baraa1 peace idiot islam declared war humanity 1400 year ago blab peace time exterminate islam,1,0,1
144,"RT @fatmaycollins: After the recent rape-murder case of a female Turkish student, other Turkish women are telling their stories to the worl���",3,rt fatmaycollins recent rape-murder case female turkish student turkish woman telling story worl���,0,0,0
145,"@buellerishere @KellyTurner99 ""That which your right hand posses"" means slave.  The Quran gives clear permission to rape slaves.",3,buellerishere kellyturner99 `` right hand posse '' mean slave quran give clear permission rape slave,0,0,1
146,"@buttercupashby @MaDaSaHaTtEr_17 I take the whole sura, microbrain. You make such statement trying to hide the barbarity of Islam.",3,buttercupashby madasahatter_17 take whole sura microbrain make statement trying hide barbarity islam,0,0,1
147,"@jihadi_11 @Sheikh_Times3 What do you care, scumbag? You murder and enslave unarmed Ezidi and Christian civilians.",3,jihadi_11 sheikh_times3 care scumbag murder enslave unarmed ezidi christian civilian,1,0,1
148,@truaemusic @mattybboi83 @Number10gov Child abuse is illegal in western culture. It is accepted in Islamic cultures because their prophet...,3,truaemusic mattybboi83 number10gov child abuse illegal western culture accepted islamic culture prophet ...,0,0,0
149,"@rico_hands @NAInfidels @semzyxx @owais00 Hey, idiot! You can't use the problems of Judaism to justify the barbarity of the Quran.",3,rico_hands nainfidels semzyxx owais00 hey idiot ca n't use problem judaism justify barbarity quran,1,0,1
150,"@DianH4 @ExposeFalsehood We don't support tyrants, Islam produces nothing but tyrants.  All the Caliphs and Sultans were tyrants.",3,dianh4 exposefalsehood n't support tyrant islam produce nothing tyrant caliph sultan tyrant,0,0,0
151,@ummahwitness Then why do you smelly rag heads keep moving to Britian?,3,ummahwitness smelly rag head keep moving britian,1,0,1
152,@MDBishop82 @railgirl1952 @LyndaG1963 @Coslopuss @MaxBlumenthal In fact Blumenthal's Palestinian friends behead gays.,3,mdbishop82 railgirl1952 lyndag1963 coslopuss maxblumenthal fact blumenthal 's palestinian friend behead gay,1,0,1
153,Muslim abuse and murder of minority religions continues in all Muslim majority countries. http://t.co/1UoMvZWcCq #Islam #Pakistan #Syria,3,muslim abuse murder minority religion continues muslim majority country http //t.co/1uomvzwccq islam pakistan syria,0,0,1
154,"@CherguiaMbark Mostly it shows how vile, inhuman, digusting, and barbaric that religion is. #Islam",3,cherguiambark mostly show vile inhuman digusting barbaric religion islam,1,0,0
155,@anjemchoudary @JihadiA8 Sharia put the Muslim world 1000 years behind the rest of civilization and tortured minorities.,3,anjemchoudary jihadia8 sharia put muslim world 1000 year behind rest civilization tortured minority,0,0,1
156,@discerningmumin The first slaughterers were the Muslims. They invaded the Christian world 400 years before the crusades.,3,discerningmumin first slaughterer muslim invaded christian world 400 year crusade,0,0,1
157,@Brown_Saraah Terrorism has been the core of Islam ever since the fraudulent prophet Mohammed invented it.,3,brown_saraah terrorism core islam ever since fraudulent prophet mohammed invented,0,0,1
158,"@obsurfer84 @teenage Yes, you can lie about Islam all you want and you can deny all the evidence all you want.  No one cares about opinion.",3,obsurfer84 teenage yes lie islam want deny evidence want one care opinion,0,0,0
159,@who_the_fa @MaxBlumenthal The difference is that he only said it. The Muslims are doing it.,3,who_the_fa maxblumenthal difference said muslim,0,0,0
160,RT @The_Rebel_Heart: Islamic States reveals It's Air Force ! Lol Daesh bags Isis Isil  http://t.co/JAgBL5XzeH,3,rt the_rebel_heart islamic state reveals 's air force lol daesh bag isi isil http //t.co/jagbl5xzeh,0,0,0
161,@anjemchoudary Idiots like you making such declarations have no contact with reality.  Islam is inhuman and must be outlawed.,3,anjemchoudary idiot like making declaration contact reality islam inhuman must outlawed,1,0,0
162,@riwired @_Elreda I like that picture of Israel in the context of the Muslim world.  A tiny spec they blame for all their own evil.,3,riwired _elreda like picture israel context muslim world tiny spec blame evil,0,0,0
163,"@LUVSHINECAFE @bradybaggett When religious war, jihad, is a cornerstone of the religion there is no possibility for reform.",3,luvshinecafe bradybaggett religious war jihad cornerstone religion possibility reform,0,0,0
164,@MaxBlumenthal Islamophobia - fear of this. http://t.co/MTgDmZGhSQ,3,maxblumenthal islamophobia fear http //t.co/mtgdmzghsq,0,0,0
165,"@etsho127 @SumerSloan @PAWarnhoff Furthermore,your pedo prophet attacked cities with catapults killing children.So what are you crying about",3,etsho127 sumersloan pawarnhoff furthermore pedo prophet attacked city catapult killing children.so cry,0,0,0
166,"@DavidRomeiPHD @ALWiss5 Anything an American does defines America, anything a Muslim does is an aberration? Idiot!",3,davidromeiphd alwiss5 anything american defines america anything muslim aberration idiot,0,0,0
167,@kewldevzzo Islam is full of incitements to murder unbelievers.  What are you talking about?,3,kewldevzzo islam full incitement murder unbeliever talking,0,0,0
168,@CavusSeyit You are the one who believes in a god that asks one part of his creation to murder another part. Impossible to get any stupider.,3,cavusseyit one belief god asks one part creation murder another part impossible get stupider,0,0,0
169,@FarooqSumar @NafeezAhmed @MaxBlumenthal Now the Muslim Arabs are using the Palestinans as their spear point to complete the extermination.,3,farooqsumar nafeezahmed maxblumenthal muslim arab using palestinans spear point complete extermination,1,0,1
170,@jncatron @dailydot Pigs like you never whine so loud at the hundreds of murders by Muslims every day around the world.,3,jncatron dailydot pig like never whine loud hundred murder muslim every day around world,0,0,0
171,@loveconcursall @ottomanland But look at the reality disconnect. Burak says he is for freedom and against all slavery while at the ...,3,loveconcursall ottomanland look reality disconnect burak say freedom slavery ...,0,0,0
172,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime There are zero lies that westerners create. It all comes from your own Quran and Hadiths.,3,qoloob4 vandaliser sajid_fairooz israeliregime zero lie westerner create come quran hadith,0,0,0
173,@ibnHlophe @sibanda_tapson @eeviewonders @CTFleaMarkets There's a huge lie.  They colonialized everything they have at sword point.,3,ibnhlophe sibanda_tapson eeviewonders ctfleamarkets 's huge lie colonialized everything sword point,1,0,1
174,RT @robfit: The 3 Stages of the Islamic demographic Jihad... #tcot =&gt;  http://t.co/UttUXJPIf3,3,rt robfit 3 stage islamic demographic jihad ... tcot gt http //t.co/uttuxjpif3,0,0,1
175,"@mir576607189 Looks like a slum, as people are forced to go to mosque at gun point. Daesh are creating hundreds of thousands of atheists.",3,mir576607189 look like slum people forced go mosque gun point daesh creating hundred thousand atheist,1,0,1
176,"@scamp_faridxx @cameIzzz The problem was not the communists atheism, but rather their totalitarianism, just like Islam.",3,scamp_faridxx cameizzz problem communist atheism rather totalitarianism like islam,0,0,0
177,"@Vandaliser @sajid_fairooz @IsraeliRegime A word of advice, until you can show that wikiislam is false, don't bother me with your advice.",3,vandaliser sajid_fairooz israeliregime word advice show wikiislam false n't bother advice,0,0,0
178,RT @SeanAAitken: The Kurds clean up the ISIS Islamofascist trash in Kobane. Kobane is the graveyard of ISIS. Via @jackshahine http://t.co/N���,3,rt seanaaitken kurd clean isi islamofascist trash kobane kobane graveyard isi via jackshahine http //t.co/n���,1,0,1
179,"@sajid_fairooz @IsraeliRegime Muslim declared war on humanity and their have been murdering men, women, and children for 1400 years.",3,sajid_fairooz israeliregime muslim declared war humanity murdering men woman child 1400 year,0,0,1
180,@LifeInKhilafah What's to understand. The Daesh have passed a law that people cannot leave Raqqa or Mosul because they are sewers of terror.,3,lifeinkhilafah 's understand daesh passed law people leave raqqa mosul sewer terror,0,0,1
181,@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime No the hatred was all started by Mohammed. http://t.co/Yyl4nn6LgN,3,sirajzarook odiniainvictus bilalighumman israeliregime hatred started mohammed http //t.co/yyl4nn6lgn,0,0,1
182,@taimiiSays Islam is hatred and Jihad. http://t.co/bp228IR12B,3,taimiisays islam hatred jihad http //t.co/bp228ir12b,1,0,1
183,@jerZboyUSA @theblaze The reason these politically correct idiots will never solve problem is because they won't acknowledge that it's Islam,3,jerzboyusa theblaze reason politically correct idiot never solve problem wo n't acknowledge 's islam,1,0,1
184,@Dabiq_Warrior @Totenleserin More like three thousand.  And most of it was done by the Kurdish girls.,3,dabiq_warrior totenleserin like three thousand done kurdish girl,1,0,1
185,"@Assiye61 That is a lot of disinformation. For example, there were never more than 5 million North American Indians. http://t.co/ErZxfNAOUt",3,assiye61 lot disinformation example never 5 million north american indian http //t.co/erzxfnaout,0,0,1
186,"@bradybaggett @LUVSHINECAFE Take a poll and see if 1/3 of Christians think gays should be killed.  If they do, Christianity should be banned",3,bradybaggett luvshinecafe take poll see 1/3 christian think gay killed christianity banned,0,0,0
187,"@Raja5aab @Quickieleaks You challenge has been accepted, you have been given better verses, proving the Quran is a fraud.",3,raja5aab quickieleaks challenge accepted given better verse proving quran fraud,0,0,0
188,"@truaemusic You are defending the prophet Mohammed and he was a murderer, 2, imperialist and bigot.",3,truaemusic defending prophet mohammed murderer 2 imperialist bigot,1,0,0
189,@biebervalue @greenlinerzjm Here is the Quran stating that the witness of a woman is worth half that of a man. #Islam http://t.co/qlZFV7ZXkJ,3,biebervalue greenlinerzjm quran stating witness woman worth half man islam http //t.co/qlzfv7zxkj,0,0,1
190,@buellerishere @KellyTurner99 And the Hadiths are even more specific about approving sexual slavery.,3,buellerishere kellyturner99 hadith even specific approving sexual slavery,0,0,0
191,of course you were born in serbia...you're as fucked as A Serbian Film #MKR,3,course born serbia ... 're fucked serbian film mkr,0,0,1
192,@HoosierJason @ciomdx @JameelJaffer @ggreenwald Why not. Muslims have practically exterminated every non Muslim minority in Mus countries.,3,hoosierjason ciomdx jameeljaffer ggreenwald muslim practically exterminated every non muslim minority mu country,0,0,1
193,@Vandaliser @sajid_fairooz @IsraeliRegime Read Ibn Warraq on the treatement of Jews and other minorities in Muslim history.,3,vandaliser sajid_fairooz israeliregime read ibn warraq treatement jew minority muslim history,0,0,1
194,"@Generalshaami44 Americans didn't burn any libraries, microbrain. And even if they did, why punish Iraqis by burning their libraries, dumbo?",3,generalshaami44 american n't burn library microbrain even punish iraqi burning library dumbo,0,0,0
195,@discerningmumin Now Muslim terror groups are trying to complete the job of killing or throwing out any remaining minority groups in Arabia.,3,discerningmumin muslim terror group trying complete job killing throwing remaining minority group arabia,0,0,1
196,"@jihadi_11 @Shami_IS_back Hopefully the followers of the slave trader, and pedophile prophet, Mohammed.",3,jihadi_11 shami_is_back hopefully follower slave trader pedophile prophet mohammed,0,0,0
197,"@scamp_faridxx @AbuAlbaraaSham Yeah, it's called caring about human life, idiot - something a genocidal Daesh would'nt understand.",3,scamp_faridxx abualbaraasham yeah 's called caring human life idiot something genocidal daesh would'nt understand,0,0,0
198,"@peymaneh123 @AnasMechch I don't see any burning civilians, and the picture is not even of a burning house.",3,peymaneh123 anasmechch n't see burning civilian picture even burning house,0,0,0
199,@ummayman90 What do customs and rules and history have to do with it.  Marrying a 6 year old and screwing a 9 year old is sick like Islam.,3,ummayman90 custom rule history marrying 6 year old screwing 9 year old sick like islam,0,0,1
200,@PoliticalAnt @Lithobolos @ZaibatsuNews But Sharia is very 2 and 2/3 of Muslims want it.,3,politicalant lithobolos zaibatsunews sharia 2 2/3 muslim want,1,0,0
201,@asem_1994 The Quran approves of the beating of women and tells them to stay home. So ISIS does it also. http://t.co/0JZqklPyYH,3,asem_1994 quran approves beating woman tell stay home isi also http //t.co/0jzqklpyyh,0,1,1
202,@Ceff00 @JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch There are over 100 Islamic terrorist groups. No other religion is close.,3,ceff00 josephisvegan sumbelinaz ironmanl1 hatewatch 100 islamic terrorist group religion close,0,0,1
203,@roisin_morgan Those same genocidal Muslims that practice their bigotry and barbarity against religious and ethnic minorities everywhere.,3,roisin_morgan genocidal muslim practice bigotry barbarity religious ethnic minority everywhere,1,0,1
204,@HillaryGuess @riwired @izrinhariri Because Islam has over 100 operating terrorist groups and a mandate to conquer the world by violence.,3,hillaryguess riwired izrinhariri islam 100 operating terrorist group mandate conquer world violence,0,0,0
205,@Vandaliser @sajid_fairooz @IsraeliRegime Science was moving forward in India and Persia before Islam.  Islam only slowed it down.,3,vandaliser sajid_fairooz israeliregime science moving forward india persia islam islam slowed,0,0,0
206,"@fei989 @isra_jourisra War, chopping off heads, raping slave girls, were Mohammed's favorite activities.",3,fei989 isra_jourisra war chopping head raping slave girl mohammed 's favorite activity,1,0,1
207,@oni_keji @TheAtlantic The Quran clearly and explicitly declared war on all humanity 1400 years ago.  So humanity must declare war on Islam.,3,oni_keji theatlantic quran clearly explicitly declared war humanity 1400 year ago humanity must declare war islam,0,0,1
208,"@discerningmumin Unfortunately, real Islam, as defined in the Quran and Hadith, is too backwards and inhuman even for most ME Muslims.",3,discerningmumin unfortunately real islam defined quran hadith backwards inhuman even muslim,0,0,1
209,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Most of Mohammed's 17 military expeditions were offensive.,3,qoloob4 vandaliser sajid_fairooz israeliregime mohammed 's 17 military expedition offensive,0,1,1
210,@logicalmind11 You can never get rid of the radical Muslims because the Quran and Hadiths will always produce more.,3,logicalmind11 never get rid radical muslim quran hadith always produce,0,0,0
211,@dankmtl Hard to get stupider than you. Still no change in ratios justified by anything Israel did.,3,dankmtl hard get stupider still change ratio justified anything israel,0,0,1
212,RT @PatDollard: #ISIS using retarded kids as suicide bombers is nothing new. When I was in Ramadi they rolled one in a wheelchair at us. Ha���,3,rt patdollard isi using retarded kid suicide bomber nothing new ramadi rolled one wheelchair u ha���,1,0,1
213,@Pray_4_Life @Pontifex People who call being against Islam 3 know that Islam is not race but want to intimidate others into shutting up,3,pray_4_life pontifex people call islam 3 know islam race want intimidate others shutting,1,0,1
214,@asem_1994 Look at the kinds of opinions that the Islamic world is stuck with. http://t.co/AryC4kA2CD,3,asem_1994 look kind opinion islamic world stuck http //t.co/aryc4ka2cd,0,0,0
215,@LUVSHINECAFE @bradybaggett We need to outlaw Islam outright.,3,luvshinecafe bradybaggett need outlaw islam outright,0,0,0
216,@haroonstyles @greenlinerzjm @halalflaws @biebervalue You try again. Mohammed screwed Aisha when she was 9. http://t.co/gJ5Ob13HFX,3,haroonstyles greenlinerzjm halalflaws biebervalue try mohammed screwed aisha 9. http //t.co/gj5ob13hfx,0,0,1
217,"@NNdabbour64 You have to be an idiot to think that you can follow an ideology of murder, imperialism, hatred and have people like you for it",3,nndabbour64 idiot think follow ideology murder imperialism hatred people like,1,0,0
218,@discerningmumin Islam has never been a resistance to oppression. It has always been source of oppression to both believers and non believer,3,discerningmumin islam never resistance oppression always source oppression believer non believer,0,0,1
219,@obsurfer84 They welcomed Islam with a sword at their throats. There was nothing kind about Islam. It was a religion designed for thugs.,3,obsurfer84 welcomed islam sword throat nothing kind islam religion designed thug,0,0,0
220,@CamilleHughes16 @edbarber101658 @_Watch_Observe_ Then export all the non citizen Imams. Put cameras in the remaining Mosques.,3,camillehughes16 edbarber101658 _watch_observe_ export non citizen imam put camera remaining mosque,0,0,0
221,@Iz_abdul Allah's words are filth and hatred and phony. http://t.co/E4yVziJyqk,3,iz_abdul allah 's word filth hatred phony http //t.co/e4yvzijyqk,1,0,0
222,@anjemchoudary Nothing desperate about it. Humanity realizes now that Islam declared war on it 1400 years ago and Islam will be destroyed.,3,anjemchoudary nothing desperate humanity realizes islam declared war 1400 year ago islam destroyed,1,0,1
223,"RT @AmyMek: #IslamLOVESWomen Muslim files suit AGAINST law banning child marriage,""OFFENDS Islam"" http://t.co/bPPiSINSS8 #IWD2015 http://t.���",3,rt amymek islamloveswomen muslim file suit law banning child marriage '' offends islam '' http //t.co/bppisinss8 iwd2015 http //t.���,1,1,0
224,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan Only because there were too many Hindus to exterminate before the British...,3,yousufpoosuf hillaryguess riwired izrinhariri atharhkhan many hindu exterminate british ...,0,0,1
225,"RT @AnneBayefsky: Gang-raped Saudi woman gets 200 lashes, jail time. Saudis on UN ""Human Rights"" Council. http://t.co/et8DDsmTrp http://t.c���",3,rt annebayefsky gang-raped saudi woman get 200 lash jail time saudi un `` human right '' council http //t.co/et8ddsmtrp http //t.c���,1,0,1
226,@CherguiaMbark Every Muslim convert becomes Muslim propaganda.,3,cherguiambark every muslim convert becomes muslim propaganda,0,0,0
227,@truaemusic ...have some PC pandered tell me to accept a cult of hate.,3,truaemusic ... pc pandered tell accept cult hate,0,0,0
228,RT @curdistani: ISIS trying to stop people fleeing Talabyad (Gre Spi) with lie of tht thy have captured #Kobane&amp;rocket voices hit near are ���,3,rt curdistani isi trying stop people fleeing talabyad gre spi lie tht thy captured kobane amp rocket voice hit near ���,0,0,0
229,RT @sudixitca: You say Islam is a religion. I say it is a cult. Islam's activities match the description of crime mafia. You must bust it. ���,3,rt sudixitca say islam religion say cult islam 's activity match description crime mafia must bust ���,0,0,1
230,@zh_ha89 You just proved that you are stupid.  I just showed you the Hadiths where Mohammed calls women stupid and you still deny it.,3,zh_ha89 proved stupid showed hadith mohammed call woman stupid still deny,0,0,0
231,@ingyusarms There is actual spirituality in Buddhism and Tao.  There is zero spirituality in Islam.,3,ingyusarms actual spirituality buddhism tao zero spirituality islam,0,0,0
232,"@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed had people,who disagreed with him murdered. ISIS murders the same.",3,teddyboylocsin tweetybird2009 patvpeters mohammed people disagreed murdered isi murder,0,0,1
233,"@semzyxx @NAInfidels @owais00 Furthermore, you cannot identify a single verse of the Quran that limits the age of marriage of a girl.",3,semzyxx nainfidels owais00 furthermore identify single verse quran limit age marriage girl,0,0,0
234,@harmlesstree2 @MaxBlumenthal Not only them. Mohammed ejected the other 2 Jewish tribes from Medina and later slaughtered them at Khybar.,3,harmlesstree2 maxblumenthal mohammed ejected 2 jewish tribe medina later slaughtered khybar,0,0,1
235,@rayyoosheh 51 Christians or Hindus have been murdered for blasphemy by Muslim mobs in Pakistan alone. Why should Israel be subject to that?,3,rayyoosheh 51 christian hindu murdered blasphemy muslim mob pakistan alone israel subject,0,0,1
236,"@discerningmumin Yes, the western world was unaware of the layer of Islamolunatics that lived under the thumbs of the dictators.",3,discerningmumin yes western world unaware layer islamolunatics lived thumb dictator,1,0,1
237,"@doammuslims @ajwatamr Scum bag Islamists evacuated all the Christian and Ezidi civilians from their homes in Mosul, Raqqa, Sinjar.",3,doammuslims ajwatamr scum bag islamist evacuated christian ezidi civilian home mosul raqqa sinjar,0,0,1
238,@pNibbler @AlterNet @MaxBlumenthal million Muslims are extremists.,3,pnibbler alternet maxblumenthal million muslim extremist,0,0,0
239,@greenlinerzjm Islam declared war on all humanity 1400 years ago and denying it is simply a lie.,3,greenlinerzjm islam declared war humanity 1400 year ago denying simply lie,0,0,1
240,@Number10gov I'm totally sick of these politically expedient statements after every attack by Islam on humanity.,3,number10gov 'm totally sick politically expedient statement every attack islam humanity,1,0,1
241,@truaemusic @mattybboi83 @Number10gov What matters is that people like you are trying to lay a guilt trip on us while ignoring the truth.,3,truaemusic mattybboi83 number10gov matter people like trying lay guilt trip u ignoring truth,0,0,0
242,"@scamp_faridxx @AbuAlbaraaSham Islam declared war on all humanity 1400 years ago, so talking about murderers of Muslims is total hypocrisy.",3,scamp_faridxx abualbaraasham islam declared war humanity 1400 year ago talking murderer muslim total hypocrisy,1,0,1
243,@biebervalue @greenlinerzjm Mohammed had people murdered who disagreed with him. He raped women. He married a 6 year old. He beheaded Jews.,3,biebervalue greenlinerzjm mohammed people murdered disagreed raped woman married 6 year old beheaded jew,1,0,1
244,@teddyboylocsin @tweetybird2009 @PatVPeters When has he ever done anything else?,3,teddyboylocsin tweetybird2009 patvpeters ever done anything else,0,0,0
245,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime We are suppose to believe that Muslims defended themselves all the way to Europe &amp; India.,3,qoloob4 vandaliser sajid_fairooz israeliregime suppose believe muslim defended way europe amp india,0,0,0
246,"@BilalIGhumman @johnnygjokaj @98Halima @cdnKhadija @rfrankh53 The Muslims attacked Europe 400 years before crusades, microbrain.",3,bilalighumman johnnygjokaj 98halima cdnkhadija rfrankh53 muslim attacked europe 400 year crusade microbrain,0,0,1
247,"RT @joe_nuzz: Graphic of growth of Radical Islam following 6 years of care,nurture,coddling by US Democrats #Islamists http://t.co/3YAx9Wpm���",3,rt joe_nuzz graphic growth radical islam following 6 year care nurture coddling u democrat islamist http //t.co/3yax9wpm���,0,0,1
248,@akh_fuaadh @ToAllahWeReturn Manipulative and threatening BS.  Proving that people have to be intimidated into following the god of terror.,3,akh_fuaadh toallahwereturn manipulative threatening b proving people intimidated following god terror,0,0,0
249,"@ZamiraTwitt On the contrary, the brutal, bigoted, 2 god of Islam encourages the abuse of women. http://t.co/AFuW9Veuu6",3,zamiratwitt contrary brutal bigoted 2 god islam encourages abuse woman http //t.co/afuw9veuu6,1,0,1
250,@truaemusic @mattybboi83 @Number10gov There are over 100 Islamic terrorist organizations. KKK Virtually dead. There is no canceling out.,3,truaemusic mattybboi83 number10gov 100 islamic terrorist organization kkk virtually dead canceling,0,0,1
251,"@KamelNasrEldien True, no other ideology is as vile, murderous, backwards and stupid as Islam.",3,kamelnasreldien true ideology vile murderous backwards stupid islam,0,0,0
252,"@discerningmumin I wouldn't be too concerned about that, because outside the canon of Islam, there is no historical evidence of Mohammed.",3,discerningmumin would n't concerned outside canon islam historical evidence mohammed,0,0,0
253,@YusufPeaceful @Clashoftherats @tummala82 @IndyVoices So now you Taquiyya liars deny what is explicit in the Quran. http://t.co/u1r2GhUon9,3,yusufpeaceful clashoftherats tummala82 indyvoices taquiyya liar deny explicit quran http //t.co/u1r2ghuon9,0,0,0
254,@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 ISIS has slavery because the prophet Mohammed was a slave owner and trader.,3,98halima bilalighumman johnnygjokaj cdnkhadija rfrankh53 isi slavery prophet mohammed slave owner trader,1,0,1
255,@DecolonisedSoul Islam declared war on all humanity 1400 years ago.  It's time we recognize that and respond.,3,decolonisedsoul islam declared war humanity 1400 year ago 's time recognize respond,0,0,1
256,"RT @PamelaGeller: Copenhagen: Devout Muslim who fired on free speech event and synagogue opens fire on police, is killed: ���Polic... http://���",3,rt pamelageller copenhagen devout muslim fired free speech event synagogue open fire police killed ���polic ... http //���,0,0,0
257,"@roisin_morgan Then you are a total idiot, because Muslims are killing people around the globe. They are at war with every religion on earth",3,roisin_morgan total idiot muslim killing people around globe war every religion earth,0,0,0
258,"RT @Canine_Rights: @KizzyCoy1 exactly, is this why Europe has Sharia no go zones, so they can hide their child rapists?",3,rt canine_rights kizzycoy1 exactly europe sharia go zone hide child rapist,1,0,0
259,"@Dr_Jreid Iran where there is no human freedom and where they murder Kurds, gays, apostates, political opponents.",3,dr_jreid iran human freedom murder kurd gay apostate political opponent,0,0,1
260,@etsho127 @PAWarnhoff @SumerSloan That is the fault of the terrorist who are hiding behind the women and children. Blame them.,3,etsho127 pawarnhoff sumersloan fault terrorist hiding behind woman child blame,0,0,1
261,"These girls are the equivalent of the irritating Asian girls a couple years ago. Well done, 7. #MKR",3,girl equivalent irritating asian girl couple year ago well done 7 mkr,0,0,1
262,@sajid_fairooz @IsraeliRegime And periodically the Muslims went on rampages and murdered masses of Jews. This happed all over Muslim world.,3,sajid_fairooz israeliregime periodically muslim went rampage murdered mass jew happed muslim world,0,0,1
263,@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 The stupidist arguments are the ones rationalizing the barbarity of Islam.,3,bilalighumman 98halima johnnygjokaj cdnkhadija rfrankh53 stupidist argument one rationalizing barbarity islam,1,0,1
264,"@ShamiObserver The Muslims are the crusaders, microbrain.",3,shamiobserver muslim crusader microbrain,1,0,0
265,@Vandaliser @sajid_fairooz @IsraeliRegime There was no Muslim golden age. Those states were always slave states.,3,vandaliser sajid_fairooz israeliregime muslim golden age state always slave state,0,0,1
266,@IAmThe1Teacher You can preach coexistence all you want.  To Islamist you are just a useful idiot.,3,iamthe1teacher preach coexistence want islamist useful idiot,1,0,1
267,"RT @riwired: There is no ""moderate Islam"" Islam is #Islam. #Sharia is Islam, no difference. @itsomar99 @VileIslam @BasimaFaysal http://t.co���",3,rt riwired `` moderate islam '' islam islam sharia islam difference itsomar99 vileislam basimafaysal http //t.co���,0,0,0
268,"Following the example of the pedophile prophet Mohammed in every detail, one ISIS militant is marrying a 7 year old child in Mosul. #Islam",3,following example pedophile prophet mohammed every detail one isi militant marrying 7 year old child mosul islam,0,0,0
269,@greenlinerzjm You should be attacking everyone that follows a religious cult of hated and murder like Islam.,3,greenlinerzjm attacking everyone follows religious cult hated murder like islam,0,0,1
270,@CherguiaMbark @Nebula1979 I'm not interested in your sectarian divisions. Shia and Sunni are all following the vile pedophile prophet.,3,cherguiambark nebula1979 'm interested sectarian division shia sunni following vile pedophile prophet,1,0,1
271,@Vandaliser @sajid_fairooz @IsraeliRegime Go read about the history of Algebra. The few small contributions from Mus came from conquered ppl,3,vandaliser sajid_fairooz israeliregime go read history algebra small contribution mu came conquered ppl,0,0,0
272,"@aliabdalhamid @izrinhariri In Islam, the only ""innocent souls"" are Muslims.  Anyone else is fair game for any abuse.",3,aliabdalhamid izrinhariri islam `` innocent soul '' muslim anyone else fair game abuse,0,0,0
273,"RT @joe_nuzz: Ezra Levant - From Canadian jihadis to ISIS, it's all Islam http://t.co/hWHVLwbWIS via @wordpressdotcom",3,rt joe_nuzz ezra levant canadian jihadis isi 's islam http //t.co/hwhvlwbwis via wordpressdotcom,0,0,1
274,@HillaryGuess @riwired @izrinhariri @AtharHKhan Turkey and Egypt used to be mostly Christian and the Muslims have mostly exterminated them.,3,hillaryguess riwired izrinhariri atharhkhan turkey egypt used mostly christian muslim mostly exterminated,0,0,1
275,"@HillaryGuess @riwired @izrinhariri Again, look at this chart and tell me were you get the ""a few"" idea. http://t.co/QSTtdz57VJ",3,hillaryguess riwired izrinhariri look chart tell get `` '' idea http //t.co/qsttdz57vj,0,0,0
276,@BDSSupporter There are 1.5 billion Muslims idiot. For the size of their population they contribute virtually nothing.,3,bdssupporter 1.5 billion muslim idiot size population contribute virtually nothing,0,0,0
277,RT @Kypsta: France is on the verge of major cultural backlash against even moderate Islam. The tension has built for decades. The line has ���,3,rt kypsta france verge major cultural backlash even moderate islam tension built decade line ���,0,0,1
278,"@MaxBlumenthal @NYTOpinionator @Volker_Beck Blumenthal's silence on the Muslim Jihad against humanity, and it's cost.",3,maxblumenthal nytopinionator volker_beck blumenthal 's silence muslim jihad humanity 's cost,0,0,0
279,"@buellerishere @KellyTurner99 Since the Islamist Erdogan came to power,women's employment in Turkey fell 30%.He considers them baby machines",3,buellerishere kellyturner99 since islamist erdogan came power woman 's employment turkey fell 30 .he considers baby machine,1,0,1
280,@MaxBlumenthal The Arabian Peninsula was once full of Jews and Christians. They were decimated by the Muslims. Max is helping them finish it,3,maxblumenthal arabian peninsula full jew christian decimated muslim max helping finish,0,0,0
281,@ardiem1m @MaxBlumenthal @oldkhayyam Hamas throws their political opponents off roof tops. Is that your idea of humanity?,3,ardiem1m maxblumenthal oldkhayyam hamas throw political opponent roof top idea humanity,0,0,0
282,"RT @Greg389: #Islam dominates our crime, prison &amp; welfare system &amp; national security. Why are we still importing it? @PeterDutton_MP  #amag���",3,rt greg389 islam dominates crime prison amp welfare system amp national security still importing peterdutton_mp amag���,0,0,1
