ID,Text,Classe,Text_Lem,Homophobia,sexism,Racism
402,Would you describe yourself as an argumentative person?,0,would describe argumentative person,0,0,0
403,Would you rather take the picture or be in the picture?,0,would rather take picture picture,0,0,0
404,Ever looked at a guy and then checked out his Package ??,0,ever looked guy checked package,0,0,0
405,Brutal...I hate when you pick the wrong day to drive....,0,brutal ... hate pick wrong day drive ....,0,0,0
406,If you could ask God any one question  what would it be?,0,could ask god one question would,0,0,0
407,yes YAY! you guessed it right ;) and i cant call you! :L,0,yes yay guessed right cant call l,0,0,0
408,how to survive in this crazy khaos of a world i live in.,0,survive crazy khaos world live,0,0,0
409,Beu03c4ter thu03b1n formspru03b9ng  try http://tr.im/M73W,0,beu03c4ter thu03b1n formspru03b9ng try http //tr.im/m73w,0,0,0
410,I have before. but its been a while. I can do anything :),0,anything,0,0,0
411,hahahahahhahahhaahhahahahah vvv ayee fix yerr infoooo ->>,0,hahahahahhahahhaahhahahahah vvv ayee fix yerr infoooo,0,0,0
412,oh man....that sounds damn good! now im hungry. damn you!,0,oh man .... sound damn good im hungry damn,0,0,0
413,what&;s the Kindest thing anyone has ever done for you ??,0,kindest thing anyone ever done,0,0,0
414,a tonn :] I don't think my bf can hug me enough sometimes,0,tonn n't think bf hug enough sometimes,0,0,0
415,And I see why you turned his ass down! Dis some bullshit!,0,see turned as dis bullshit,0,0,0
416,Have you ever made out with someone of the same sex? Why?,0,ever made someone sex,0,1,0
417,If you knew someone was going to die would you tell them?,0,knew someone going die would tell,0,0,0
418,green pepper  cheese  onion  bacon-crunchy  and cheese :D,0,green pepper cheese onion bacon-crunchy cheese,0,0,0
419,You&;ve been kidnapped by aliens.  What do they feed you?,0,kidnapped alien feed,0,0,0
420,"Damn that's like my lil brother. He's 11  5""8 and 250 lbs.",0,damn 's like lil brother 's 11 5 '' 8 250 lb,0,0,0
421,will u cook with me in food tec whenever we cook next :P ?,0,u cook food tec whenever cook next p,1,0,0
422,did you know gaga was on an episode of mtvs boiling point?,0,know gaga episode mtvs boiling point,1,0,0
423,What award would you love to win and for what achievement?,0,award would love win achievement,0,0,0
424,Do you think it&;s better to find love or let it find you?,0,think better find love let find,0,0,0
425,thank you! oooooohhh hot brownies right out of the oven :D,0,thank oooooohhh hot brownie right oven,0,0,0
426,You'd god damn well better be an Engineer. all I'm saying.,0,d god damn well better engineer 'm saying,0,0,0
427,I hate that I get scared and parnoid when my house is quiet,0,hate get scared parnoid house quiet,1,0,0
428,Damn!! Thats cold! The reason I'm always there for my kids!,0,damn thats cold reason 'm always kid,0,0,0
429,aww damn!  I think we need to kick him out the league!  LOL,0,aww damn think need kick league lol,0,0,0
430,have you ever done anything illegal? and if so what was it?,0,ever done anything illegal,0,0,0
431,You're going too? Fun.  @JesusNeedsNewPR I hate job hunting,0,re going fun jesusneedsnewpr hate job hunting,0,0,0
432,How many lies do you think you have told in your life time?,0,many lie think told life time,0,0,0
433,Can a short person &quot;talk down&quot; to a taller person?,0,short person quot talk quot taller person,0,0,0
434,hmm..popcicles. i dont eat much when its really hot outside.,0,hmm .. popcicles dont eat much really hot outside,0,0,0
435,Have you ever made someone so mad that they broke something?,0,ever made someone mad broke something,0,0,0
436,That sucks. I went to bed before the New Year even began.lol,0,suck went bed new year even began.lol,0,0,0
437,Don&;t you hate it when people lie to you about coming over?,0,hate people lie coming,0,0,0
438,good to hear your okay... I need my the gay...... Wow i rhyme,0,good hear okay ... need gay ...... wow rhyme,0,0,0
439,damn  girl lol. do you kill 'em w/ kindness in real life too?,0,damn girl lol kill 'em w/ kindness real life,0,0,0
440,damn doll  u kinda look like brit wit hair!!!!!!!!!!!!!!!!!!!,0,damn doll u kinda look like brit wit hair,0,0,0
441,the google iPhone app sucks! Vlingo is much better and faster,0,google iphone app suck vlingo much better faster,0,0,0
442,Well  I don't know if you have heard or not... but I hate it.,0,well n't know heard ... hate,0,0,0
443,When you were little did you ever go ahhh infront of the fan?,0,little ever go ahhh infront fan,0,0,0
444,Hope you're not getting a full fluoride. Hate that. Good luck!,0,hope 're getting full fluoride hate good luck,0,0,0
445,damn! my breath actually stopped as I thought you'd done that.,0,damn breath actually stopped thought 'd done,0,0,0
446,hmmm probably buy a few things for me and one of my besties :D,0,hmmm probably buy thing one besties,0,0,0
447,figures...i hate when channels advertise for other channels...,0,figure ... hate channel advertise channel ...,0,0,0
448,Ohh man i bet its tha shit!! Ohhkayy!(: be safe have fun!! <33,0,ohh man bet tha shit ohhkayy safe fun 33,0,0,0
449,U r soooooooooooooooooooo pretty Alexis<3 y r u so nice???????,0,u r soooooooooooooooooooo pretty alexis 3 r u nice,0,0,0
450,I'll have to work on that one.  Ass clown is a solid contender.,0,ll work one as clown solid contender,0,0,0
451,i can never catch you on blogtv at night. damn time difference!,0,never catch blogtv night damn time difference,0,0,0
452,If rabbits feet are so lucky  then what happened to the rabbit?,0,rabbit foot lucky happened rabbit,0,0,0
453,Be honest: Do you have a song by Ozzy Osbourne in your library?,0,honest song ozzy osbourne library,0,0,0
454,Is that a monkey in your pants...or are you just fucking crazy?,0,monkey pant ... fucking crazy,0,0,0
455,...........999 a girl?? lol oh god why did u make me so stupid??,0,........... 999 girl lol oh god u make stupid,0,0,0
456,Do you have any scars on your body?  If so  how&;d you get them?,0,scar body get,0,0,0
457,yes I love it. its a funny hobbie and way to express yourself :),0,yes love funny hobbie way express,0,0,0
458,"are you aware that Layne refered to you as a ""Twitter Whore"" lol",0,aware layne refered `` twitter whore '' lol,0,0,0
459,I know...just get a damn blanket or put some socks on! im sayin!,0,know ... get damn blanket put sock im sayin,0,0,0
460,*sends fruit basket* Hope you get better soon  being sick sucks!,0,sends fruit basket hope get better soon sick suck,0,0,0
461,i just love the speed & simplicity cum features of Google Chrome,0,love speed simplicity cum feature google chrome,0,0,0
462,i almost changed the channel after petersen's damn horse collar!,0,almost changed channel petersen 's damn horse collar,0,0,0
463,- it's a sweet deal and product. Customer service sucks pooh tho.,0,s sweet deal product customer service suck pooh tho,0,0,0
464,come to Dothan  bitch. You'll find someone to make out with fast.,0,come dothan bitch 'll find someone make fast,0,0,0
465,lol I hate you. And by hate  I mean love  but I still hate you XD,0,lol hate hate mean love still hate xd,0,0,0
466,- I wouldn't mind a wider ass. Haha. And some bigger tatas too ;],0,would n't mind wider as haha bigger tatas,0,0,0
467,YOU SUNNUVA BITCH. / @TarinTowers: Only one week of spoons to go!,0,sunnuva bitch tarintowers one week spoon go,0,0,0
468,dammit! You keep your damn dirty hands off my fruit gummy chews!!,0,dammit keep damn dirty hand fruit gummy chew,0,0,0
469,I never thought of it that way - but damn - that IS a good name..,0,never thought way damn good name ..,0,0,0
470,can only handle so much pussy control...and the doves make me cry,0,handle much pussy control ... dove make cry,0,0,0
471,no holiday is worth that! florida sucks! but happy new year!!!!!!,0,holiday worth florida suck happy new year,0,0,0
472,yes! haha neat trait of mine.. i can plug my nose with my lips :],0,yes haha neat trait mine .. plug nose lip,0,0,0
473,Umm Bunch of people just joined  and i got bored  so i wanted too!,0,umm bunch people joined got bored wanted,0,0,0
474,haha yeshhh you are  and you thought i was gonna think its gay -_-,0,haha yeshhh thought gon na think gay -_-,0,0,0
475,Noah and the Whale!? That makes me think of Saturn commercials. :),0,noah whale make think saturn commercial,0,0,0
476,i concur  2009 is going to kick ass if you have the right mind set,0,concur 2009 going kick as right mind set,0,0,0
477,I am off for right now. Leave me things? <3 Please&amp;Thank you!!!,0,right leave thing 3 please amp thank,0,0,0
478,No no...not saying I like NY necessarily  just that I still hate FL,0,... saying like ny necessarily still hate fl,0,0,0
479,Thing I hate the most = Alternate side of the street parking rules.,0,thing hate alternate side street parking rule,0,0,0
480,You are sooo damn going! ;__; Don't ditch Derek on his special day!,0,sooo damn going __ n't ditch derek special day,0,0,0
481,Who do you think should be the next president of the United States?,0,think next president united state,0,0,0
482,he  he and some people bitch about never hearing back from them ;-),0,people bitch never hearing back,0,0,0
483,Well  I'm wearing underpants and a shirt. I'm not a fucking savage.,0,well 'm wearing underpants shirt 'm fucking savage,0,0,0
484,no doubt. Teach that kid how to read the bounce or block out...damn.,0,doubt teach kid read bounce block ... damn,0,0,0
485,Congrats!  You'll have to make us a low-fat treat from it :) #fitfam,0,congrats 'll make u low-fat treat fitfam,0,0,0
486,lol to ever since I got this twitterific I'm tweeting my ass off lol,0,lol ever since got twitterific 'm tweeting as lol,1,0,0
487,You are a marketing freak...I need to hire you as a consultant.  :-),0,marketing freak ... need hire consultant,0,0,0
488,That's some pretty heavy analysis. Seems to me the album just sucks.,0,s pretty heavy analysis seems album suck,0,0,0
489,Are your underwear and socks folded in your drawer or just thrown in?,0,underwear sock folded drawer thrown,0,0,0
490,damn pilots use autotune too!!!! This shit has gotten out of hand LOL,0,damn pilot use autotune shit gotten hand lol,0,0,0
491,Do you have a tattoo  where is it located and what does it stand for?,0,tattoo located stand,0,0,0
492,oh damn. and yes  I am an xmen freak. Not too big  but still a freak.,0,oh damn yes xmen freak big still freak,0,0,0
493,damn ur in Vegas already super trucker @@ www.TruckingRooster.com  @@,0,damn ur vega already super trucker www.truckingrooster.com,0,0,0
494,Teehee  I fucking love you. &lt;3 Also  you always make me twoosh. :),0,teehee fucking love lt 3 also always make twoosh,0,0,0
495,lol wen iFirst made diz ish yew was lyke hi so im juz asking who diz?,0,lol wen ifirst made diz ish yew lyke hi im juz asking diz,0,0,0
496,like what the fuck is this! Then two months later it's everyones cut!,0,like fuck two month later 's everyones cut,0,0,0
497,Ugh  I've done that more times than I care to admit. SUCH a piss off.,0,ugh 've done time care admit piss,0,0,0
498,fuck .. dman scary .. it can happen to anyone of us .. poor guy .. :(,0,fuck .. dman scary .. happen anyone u .. poor guy ..,1,0,0
499,Wow that sucks. Hope you make it home without turning into a snowman.,0,wow suck hope make home without turning snowman,0,0,0
500,"I agree. They'll use whatever excuse is convenient to ""trim the fat.""",0,agree 'll use whatever excuse convenient `` trim fat '',0,0,0
501,why doesnt Winnie the Pooh ever get stung by the bees he messes with?,0,doesnt winnie pooh ever get stung bee mess,0,0,0
502,this is just awful  i'm really tired and will be dragging ass all day.,0,awful 'm really tired dragging as day,0,0,0
503,that was gonna be the first hint but i guess i knew it was too obvious,0,gon na first hint guess knew obvious,0,0,0
504,Luckily im not in highschool anymore. No more next periods for me haha,0,luckily im highschool anymore next period haha,0,0,0
505,What happens to an irrisitable force when it hits an immovable object?,0,happens irrisitable force hit immovable object,0,0,0
506,well i havnt got any hate mail from mcr yet so i dont think they mind.,0,well havnt got hate mail mcr yet dont think mind,0,0,0
507,DAMN!!! Its 11 degrees in the UK and i feel cold! Feel for you my dude,0,damn 11 degree uk feel cold feel dude,0,0,0
508,*hugs*  fuck em.  Listen to ur Ipod   dont let da man get ya down.  :),0,hug fuck em listen ur ipod dont let da man get ya,0,0,0
509,i hate you :-p and  i wish we had that discussion in my english class!,0,hate -p wish discussion english class,0,0,0
510,Do you know how much a peso would be worth in the United States today?,0,know much peso would worth united state today,0,0,0
511,What 3 things do you think will become obsolete in the next ten years?,0,3 thing think become obsolete next ten year,0,0,0
512,Hmmm....U makin me hungry first of all! &amp;&amp; Dairy Queen! YUMM!!,0,hmmm .... u makin hungry first amp amp dairy queen yumm,0,0,0
513,or posse as @derickrethans liked to point out ... damn spelling bee kid,0,posse derickrethans liked point ... damn spelling bee kid,0,0,0
514,you should totally go. And be all weird and crazy and freak the guy out,0,totally go weird crazy freak guy,1,0,0
515,Uh I'm not totally sure right now  I'm sort of torn between two people.,0,uh 'm totally sure right 'm sort torn two people,0,0,0
516,my last tweet was supposed to be @ you. Damn twitteriffic reply system.,0,last tweet supposed damn twitteriffic reply system,0,0,0
517,you only love jon because i rock the hate for him in the old stuff. LOL,0,love jon rock hate old stuff lol,0,0,0
518,"What  you didn't like the link to ""Pulp Fiction"" fucking short version?",0,n't like link `` pulp fiction '' fucking short version,0,0,0
519,tell me this bra why is you so awsomeeeeeee?? you is the best love youu,0,tell bra awsomeeeeeee best love youu,0,0,0
520,You are so right. I hate commercials. I mute them whenever we watch TV.,0,right hate commercial mute whenever watch tv,0,0,0
521,h2o. snapple raspberry white tea. oj-homestyle with all the juicey bits,0,h2o snapple raspberry white tea oj-homestyle juicey bit,0,0,0
522,great post on the gay rights thing do u think it will happen years end?,0,great post gay right thing u think happen year end,0,0,0
523,The collectors edition is fucking amazing. Too bad it's $100  right? D:,0,collector edition fucking amazing bad 's 100 right,1,0,0
524,it pretty much sucks. He really didn't wait at all with looking did he?,0,pretty much suck really n't wait looking,0,0,0
525,Let me tell you I have lived here all my life and every year I hate it.,0,let tell lived life every year hate,0,0,0
526,"Being hermit because I kewl like that! (""kewl"" meanin' ""loser"") lol jks",0,hermit kewl like `` kewl '' meanin `` loser '' lol jks,0,0,0
527,and I HATE longview Cable I would rather have sat data before I to them,0,hate longview cable would rather sat data,0,0,0
528,Yes and I'm sure his monkey ass does too on the effin bus everydamnday!.,0,yes 'm sure monkey as effin bus everydamnday,1,0,0
529,That's bad ass. I would also like the ability to move immovable objects.,0,s bad as would also like ability move immovable object,0,0,0
530,I was one of those of the ppl! Damn near left my Berry on the train LMAO,0,one ppl damn near left berry train lmao,0,0,0
531,SaulRand I that group = I LOVE that group. Damn 140 character limit! LOL,0,saulrand group love group damn 140 character limit lol,0,0,0
532,dontcha just hate that stuff when it happens?! It makes me feel so dumb.,0,dontcha hate stuff happens make feel dumb,0,0,0
533,I feel more beached whale than blessed. This pregnancy thing is a bitch!,0,feel beached whale blessed pregnancy thing bitch,0,1,0
534,&quot;iloveyoubaby&quot; &quot;iloveyoutoobabygirl&quot;  that ^ haha [x,0,quot iloveyoubaby quot quot iloveyoutoobabygirl quot haha x,0,0,0
535,Actually  that's what your here for  to bitch slap the spammers for me :),0,actually 's bitch slap spammer,0,0,0
536,that's excellent advice. thanks. i'd hate to be trapped by my own clothes,0,s excellent advice thanks 'd hate trapped clothes,0,0,0
537,What do you think about parwents who drink alcohol around their children?,0,think parwents drink alcohol around child,1,0,0
538,now that's the spirit and a whale of a good deed....thar he (snow) blows!,0,s spirit whale good deed .... thar snow blow,0,0,0
539,is the Black Bitch anywhere near Clever Dick's? http://tinyurl.com/axf82t,0,black bitch anywhere near clever dick 's http //tinyurl.com/axf82t,1,0,1
540,...uhm  ....did you just flake on showing me what the fuck a hoppe is...?,0,... uhm .... flake showing fuck hoppe ...,0,0,0
541,no. havent you seen Bruce Almighty. Nobody knows what they really want...?,0,havent seen bruce almighty nobody know really want ...,0,0,0
542,that's even more gay then your previous gayest statement ever made........,0,s even gay previous gayest statement ever made ........,1,0,0
543,I bet im not even famous and I've seen and experienced it its a damn shame,0,bet im even famous 've seen experienced damn shame,0,0,0
544,That sucks. I don't remember how long ago we had gas prices that high.....,0,suck n't remember long ago gas price high .....,0,0,0
545,so do you believe that &quot;What Goes Around ... Comes Back Around&quot;?,0,believe quot go around ... come back around quot,0,0,0
546,Have u evr listened 2 a song repeatedly just b/c it reminded u of ur crush?,0,u evr listened 2 song repeatedly b/c reminded u ur crush,0,0,0
547,wow that sucks big time ... Not fun at all. Thank god it's not all the time,0,wow suck big time ... fun thank god 's time,0,0,0
548,nope--they'll think you finally got fat.  just sayin.  get those cards out.,0,nope -- 'll think finally got fat sayin get card,0,0,0
549,do you play? I have kind of a love-hate relationship with that stupid game.,0,play kind love-hate relationship stupid game,0,0,0
550,! Jingle fucking Bells ! How is Christmas next wk?  Where does the time go?,0,jingle fucking bell christmas next wk time go,0,0,0
551,so you going to be ok when you get your double ass kicking from Paul and I?,0,going ok get double as kicking paul,0,0,0
552,just checking if your like a chomo or something ha. good thing you said ew.,0,checking like chomo something ha good thing said ew,0,0,0
553,OMG!! ahhhh!! Where he go? Damn it he just fell off my window sil! haha jk!,0,omg ahhhh go damn fell window sil haha jk,0,0,0
554,What do you think happens to the missing socks that disappear in the dryer?,0,think happens missing sock disappear dryer,0,0,0
555,with my fat ass fingers its is simply amazing I get anything typed well....,0,fat as finger simply amazing get anything typed well ....,0,0,0
556,Have you ever seen someone who you KNEW had Herpes? What was your reaction?,0,ever seen someone knew herpes reaction,0,0,0
557,"@nezua @cripchick  at 0:37 ""i hate black pepper!"" http://tinyurl.com/69rbnb",0,nezua cripchick 0:37 `` hate black pepper '' http //tinyurl.com/69rbnb,0,1,0
558,"well hot damn my wish came true! Where the hell have I been? I had no idea!
",0,well hot damn wish came true hell idea,0,0,0
559,In case it's not obvious  the rabbit  glasses and ass are not phone-cam pix.,0,case 's obvious rabbit glass as phone-cam pix,0,0,0
560,I AM NOT!! I cant believe you said that &gt;.&gt; Hate you so much right now,0,cant believe said gt gt hate much right,0,0,0
561,What is one item that you really should throw away  but probably never will?,0,one item really throw away probably never,0,0,0
562,Would you get mad if i sprayed shaving cream all over your face?? I would!!!,0,would get mad sprayed shaving cream face would,0,0,0
563,"Stingy sucks  I agree  but no need for anything ""expensive"" on a first date.",0,stingy suck agree need anything `` expensive '' first date,0,0,0
564,"I've never found a way so I ""star"" those. I love GMail when I don't hate it.",0,ve never found way `` star '' love gmail n't hate,0,0,0
565,i still have that broken ass alienware laptop... alienware = over-rated imho.,0,still broken as alienware laptop ... alienware over-rated imho,0,0,0
566,well it sorta depends on what mood im in  like i cant really choose favorites,0,well sorta depends mood im like cant really choose favorite,0,0,0
567,lol...and the ones who are there for a ifetime...u wish it was a damn season!,0,lol ... one ifetime ... u wish damn season,0,0,0
568,there is a man who walks his p-b-pig in the domain wonder if they are related,0,man walk p-b-pig domain wonder related,0,0,0
569,it is one of my lesser performances. Iz kinda like fat elvis vs. young elvis.,0,one lesser performance iz kinda like fat elvis vs. young elvis,1,0,0
570,If everyone found out NO religion was real  what do you think people would do?,0,everyone found religion real think people would,0,0,0
571,Ack  still no power... that sucks dude.  Hopefully it comes back soon for you!,0,ack still power ... suck dude hopefully come back soon,0,0,0
572,damn ya gettin it poppin early  its ya bday tho rite? have a good one mayne...,0,damn ya gettin poppin early ya bday tho rite good one mayne ...,0,0,0
573,I'm good for a lot more than some damn pie but that's another conversation lol,0,m good lot damn pie 's another conversation lol,0,0,0
574,aw ill ask something so u dont go crazy ^_^  ok um what do you want in life :P,0,aw ill ask something u dont go crazy ^_^ ok um want life p,0,0,0
575,dude come on. Considering the day they had today they played well.  I HATE LA!,0,dude come considering day today played well hate la,0,0,0
576,"Damn me and my ""purty"" mouth!  Why couldn't I have been born with an ugly one!",0,damn `` purty '' mouth could n't born ugly one,0,0,0
577,because myspace is dead and FB is overrated. :) plus to expand my brain powers,0,myspace dead fb overrated plus expand brain power,0,0,0
578,Oh  heck! I was all ready to pull a Dan Rather and pronounce Dick Cheney dead.,0,oh heck ready pull dan rather pronounce dick cheney dead,0,0,0
579,I hate Sunday nights becoz the next morning brings the budget meeting. Bleh...,0,hate sunday night becoz next morning brings budget meeting bleh ...,0,0,0
580,ouch! that sucks! on 2nd thought  u might look cooler  w/ an eye patch!!! LOL!,0,ouch suck 2nd thought u might look cooler w/ eye patch lol,0,0,0
581,@lordschmindie You crazy kids be careful  it's a fucking jungle out there!! :~),0,lordschmindie crazy kid careful 's fucking jungle,0,0,0
582,kcs got a nice body  but shes insane. taryns got a nice rack  but shes a bitch.,0,kc got nice body shes insane taryns got nice rack shes bitch,0,0,0
583,I don't think he's stupid  so I'll just assume he's a disingenuous cunt instead,0,n't think 's stupid 'll assume 's disingenuous cunt instead,0,0,0
584,aw dude!! That sucks.. Well whever u put a new tell me:) nice job with the vids,0,aw dude suck .. well whever u put new tell nice job vids,0,0,0
585,next week? I'll be the biggest loser in the world until then. (what else is new),0,next week 'll biggest loser world else new,0,0,0
586,Fuck that I have had some gin some vodka and I think Andrew got me rum and coke.,0,fuck gin vodka think andrew got rum coke,0,0,0
587,if the sweaty ping pong player you're referring to is me  then I hate your guts.,0,sweaty ping pong player 're referring hate gut,0,0,0
588,I don't . but when i was little  sweet and sour sauce from mickey d's :] hahahha,0,n't little sweet sour sauce mickey 's hahahha,0,0,0
589,Dear Eron: the drums sound fucking incredible....  Er.. I mean godly incredible.,0,dear eron drum sound fucking incredible .... er .. mean godly incredible,0,0,0
590,its prolly not who you think it is.. i just wanted you to know what i thought :),0,prolly think .. wanted know thought,0,0,0
591,Cheesecake or brownies?  You can only pick one to have for the rest of your life.,0,cheesecake brownie pick one rest life,0,0,0
592,LOL damn. great article though. too bad it seems to be airplaning for someone :-),0,lol damn great article though bad seems airplaning someone,0,0,0
593,If you could only read one magazine for the rest of your life  which would it be?,0,could read one magazine rest life would,0,0,0
594,I heard it sucks...The effects were nice but it was a bad remake of the original.,0,heard suck ... effect nice bad remake original,0,0,0
595,Actually I think we all hate this weather so everybody just stays in all the time,0,actually think hate weather everybody stay time,0,0,0
596,damn I have to drive my dad to the airport that time oh well wonder wit it's about,0,damn drive dad airport time oh well wonder wit 's,0,0,0
597,OJ seriously needs to get it together ..karma is a bitch though  caught up to him~,0,oj seriously need get together .. karma bitch though caught him~,0,0,0
598,What time do zombies cum out n play? If it's passed 10  sorry. Maybe next weekend?,0,time zombie cum n play 's passed 10 sorry maybe next weekend,0,0,0
599,that totally sucks! I know who's gonna get grinched now! damn danville-ites &gt;:(,0,totally suck know 's gon na get grinched damn danville-ites gt,1,0,0
600,:( NOOO dont takj about ti  im procrastinating enough with twitter. DAMN INTERNET.,0,nooo dont takj ti im procrastinating enough twitter damn internet,0,0,0
601,what's up my coffee  let's call with a blocked number so I don't answer bitch? LOL,0,s coffee let 's call blocked number n't answer bitch lol,0,0,0
602,I used to have a ton more than i do now. Why aren't we friends on fb yet??? hahaha,0,used ton n't friend fb yet hahaha,0,0,0
603,I hate the month of January! Can we bring back November? Better yet  last semester?,0,hate month january bring back november better yet last semester,0,0,0
604,i speak english frensh and a little arabic cuz i&;ve been to egypt a lotta times :D,0,speak english frensh little arabic cuz egypt lotta time,0,0,1
605,hate that place! Oh...i got my camera. The D40! It is amazing. Thanks for the help.,0,hate place oh ... got camera d40 amazing thanks help,0,0,0
606,bahah yup that you do. but im not gonna tell the whole fuckign world what it is lol,0,bahah yup im gon na tell whole fuckign world lol,0,0,0
607,may be... but I hate them...!! cannot even imagine forgiving n forgettin..no ways..,0,may ... hate ... even imagine forgiving n forgettin .. way ..,0,0,0
608,if you had the opportunity to be in a movie with any actor/actress who would it be?,0,opportunity movie actor/actress would,0,0,0
609,What would you do if you found the wallet of your next-door neighbor who you hated?,0,would found wallet next-door neighbor hated,1,0,0
610,Congrats mate!  That kicks ass!  You should post on the forum to encourage others :),0,congrats mate kick as post forum encourage others,0,0,0
611,Fat Ladies ... England ... yeah I hear ya ... *giggle* ......... (was that unfair??),0,fat lady ... england ... yeah hear ya ... giggle ......... unfair,0,0,0
612,"Goes for lawyers  too!  ""This is why they hate us  we're only as good as our worst.""",0,go lawyer `` hate u 're good worst '',0,0,0
613,DAMN. I just lost too. Thanks Alyssa. And I decided that PATD's new CD isn't so bad.,0,damn lost thanks alyssa decided patd 's new cd n't bad,0,0,0
614,jordin!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! rudeo did you say the other mean things to?,0,jordin rudeo say mean thing,0,0,0
615,If you people really still think that Tabi&;s fake  go look at her dang MySpace. -.-,0,people really still think tabi fake go look dang myspace -.-,0,0,0
616,http://twitpic.com/w588 - YEEEEEEEEEEESSSSS!  Those damn Salingers  I loved them too,0,http //twitpic.com/w588 yeeeeeeeeeeesssss damn salinger loved,0,0,0
617,yea I drive a punk ass  truck so Im lovin these petro prices. 10 bux is half a tank.,0,yea drive punk as truck im lovin petro price 10 bux half tank,0,0,0
618,oh that shit is funny. the best video that dude has made. Better than dick in a box.,0,oh shit funny best video dude made better dick box,0,0,0
619,I don't know what an ocean park is.. but if it counts  I've went to seaworld twice :],0,n't know ocean park .. count 've went seaworld twice,0,0,0
620,damn i want to be a Jew this year! i want to go to the movies and get Chinese noddles,0,damn want jew year want go movie get chinese noddle,0,0,0
621,For some reason I really hate that movie and those books. Bunch of weak ass vampires.,0,reason really hate movie book bunch weak as vampire,0,0,0
622,I'm surprised you hate this movie so much - um  what exactly is a good movie for you?,0,m surprised hate movie much um exactly good movie,0,0,0
623,it actually goes off the gay years scale! But thanksfully  us gays stop ageing at 27!,0,actually go gay year scale thanksfully u gay stop ageing 27,0,1,0
624,yeah he did then got big again how I hv no idea. But totally agree about kicking ass.,0,yeah got big hv idea totally agree kicking as,0,0,0
625,then fuck them. go to a mac with an iphone hooked up and jailbreak it. thatll teach em,0,fuck go mac iphone hooked jailbreak thatll teach em,0,0,0
626,I so do!! When I come to visit we shalll. Woohoo! I cannot wait. =)) Love you  bitch!!,0,come visit shalll woohoo wait love bitch,0,0,0
627,nothing says you love him more than wooly ass sweaters and gift certificates for beer!,0,nothing say love wooly as sweater gift certificate beer,0,0,0
628,Why do doctors leave the room when you change? They&;re going to see you naked anyway.,0,doctor leave room change going see naked anyway,0,0,0
629,no kidding! dick clark was a corpse mechanically operated by the advertising companies,0,kidding dick clark corpse mechanically operated advertising company,0,0,0
630,lochness: yea  he did a good job of getting shunned if not his ass kicked for sometime,0,lochness yea good job getting shunned as kicked sometime,0,0,0
631,I hope someone is getting injured in the process of the REAL LIFE PILLOWFIGHT FUCK YEAH,0,hope someone getting injured process real life pillowfight fuck yeah,0,0,0
632,you know i bought a pomegranate today because of your ass! i better not get obsessed...,0,know bought pomegranate today as better get obsessed ...,0,0,0
633,What&;s your favourite part of you on the outside and your favourite part on the inside?,0,favourite part outside favourite part inside,0,0,0
634,I hate when that happens. Let me guess  Sales  and Marketing need new web reports?... :/,0,hate happens let guess sale marketing need new web report ...,0,0,0
635,Downey is a freak of actor nature - he makes every character magnetic.  It was a winner.,0,downey freak actor nature make every character magnetic winner,0,0,0
636,Not sure if you saw him kissing his wife--Dick Clark moves pretty fast when he has to...,0,sure saw kissing wife -- dick clark move pretty fast ...,0,0,0
637,hey- finally managed to book the damn tickets online- took me over an hour!!! PVR sucks.,0,hey- finally managed book damn ticket online- took hour pvr suck,0,0,0
638,I knew you were cute and sweet  but damn  my teeth are aching!! http://xrl.us/GreenGiant,0,knew cute sweet damn teeth aching http //xrl.us/greengiant,0,0,0
639,except when there is a cat being held above my mom and the word gay~ is being used. lol.,0,except cat held mom word gay~ used lol,0,0,0
640,its the fat white one. When the recession is over would buy Logitech diNovo BT KB Sweet!,0,fat white one recession would buy logitech dinovo bt kb sweet,0,0,0
641,when you feel like you accomplished things you wanted to do and had the time of your life,0,feel like accomplished thing wanted time life,0,0,0
642,*gasp* I may have to terminate our intarwebz friendship because you hate Anne. *cries* ;),0,gasp may terminate intarwebz friendship hate anne cry,0,0,0
643,Full confidence in your ability to kick ass in the new work... *raises a glass in spirit*,0,full confidence ability kick as new work ... raise glass spirit,0,0,0
644,What's goodie Jamz! ROTFLMAO @ the fact that T-Pain's singing damn near gives u seizures!,0,s goodie jamz rotflmao fact t-pain 's singing damn near give u seizure,0,0,0
645,God that was a fun night  I want to relive it...we danced in wall mart to betoven bahahaha,0,god fun night want relive ... danced wall mart betoven bahahaha,0,0,0
646,with nail grooming tools? file  clippers  no biting people! thats so gross and unsanitary.,0,nail grooming tool file clipper biting people thats gross unsanitary,0,0,0
647,Yo Sissahands! Why the fuck I aint on ya top-friends jawn on myspace n that homo Ivan is??,0,yo sissahands fuck aint ya top-friends jawn myspace n homo ivan,1,0,1
648,damn...lemme get one of them lol! im waay far from @cathyrnmarie or you yet!! hahaaaahaaha,0,damn ... lem get one lol im waay far cathyrnmarie yet hahaaaahaaha,0,0,0
649,i dont hate her  i just dont like somethings she does  doesnt mean those jokes arnt ourss?,0,dont hate dont like somethings doesnt mean joke arnt ourss,0,0,0
650,"I'd just hate to be known in my career as the ""diarrhea guy"".  Happy Holidays to you too!!",0,d hate known career `` diarrhea guy '' happy holiday,1,0,0
