Text,Sentiments_analyze
"@discerningmumin The Muslims also invaded India and murdered 80 million Hindus. They virtually exterminated all Buddhist on in India.","0,0,1"
"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Every day we get the results of the hatred bred by Islam. http://t.co/FafjRPlI6t","0,0,1"
"@harmlesstree2 Only an idiot that doesn't history would say that.You have never studied the barbarity of the Muslims during that entire time","0,0,1"
"@congressman_aly No, the money comes from Muslims around the world who want a caliphate and the domination of Islam by force.","0,0,1"
"As long as we make feel good lectures and demonstrations about freedom of speech we are avoiding the real problem - the violence of Islam.","0,0,1"
"@ardiem1m @MaxBlumenthal @oldkhayyam Their current behavior now is not to end up being ruled and under the power of Muslims again.","0,0,1"
"RT @disgruntledtory: If christianity is banned in Muslim countries, why do we allow Islam here?

Just asking","0,0,1"
"@BDSSupporter No, the Muslim states are the most murderous terrorist states on earth. It's not even close.","0,0,1"
"@discerningmumin Good. We have established that Muslims are slavers and that their humanity has failed to evolve past slave owning.","0,0,0"
"@Vandaliser @sajid_fairooz @IsraeliRegime I'd rather deal with a clown hopped up on mushrooms than a Muslim filled with the hatred of Islam.","0,0,1"
"@rayyoosheh @waffle_gurl What race is Islam, nut case?","0,0,1"
"@roisin_morgan The Quran spells out global domination of humanity through jihad. The Torah has no such global aim.","0,0,0"
"@greenlinerzjm @versacezaynx @nyazpolitics Most of the African slaves were slaves of Muslims.","0,0,0"
"@discerningmumin Oh please. Lecture me about porn when Muslims are the worlds biggest porn consumers and Islamic heaven is a brothel.","0,0,1"
"RT @dstfelix: to be clear white boys singing abt hanging niggers got them police protection. black ppl chanting Black Lives Matter got them���","0,0,1"
"RT @sudixitca: .@VSRamchandra Islam = Nazism. How could it be reformed? @manonive","0,0,1"
"@islamujahideen Islam is the perpetuity of oppression. And I thank ISIS for helping the world to kill Islam.","0,0,0"
"@DawlatnaMansura The phony Allah worshiping madrassa rats will die at the hands of controllers a thousand miles away.","0,0,1"
"@nrllhkose @BBCPaulAdams Either that murdering scum wins or the murdering, 2, genocidal Islamist scum wins.  Either way, scum wins.","0,0,1"
"@harmlesstree2 In fact, Mohammed and his thugs were starving before they captured Khybar, stole the Jews property, and made them pay to live","0,0,1"
"@UmarFarooq_ @FaheemHus @jackmjenkins The example of Mohammed gives us a man who owned slaves, raped women, beheaded 600 Jews in one day.","0,1,1"
"@ajwatamr @ExposeFalsehood The follower of the pedophile prophet tries to be funny. But the world will outlaw Islam soon.","0,0,1"
"@obsurfer84 Mohammed's excuse in every aggression is, "I had to attack because I heard they were going to attack".","0,0,0"
"Muslims claim that there is no racism in #Islam.  But like everything else they claim, it is a lie. http://t.co/PiR6nd159a","0,0,1"
"RT @Juliet777777: MUSLIMS Australia to form  Australian All-Muslim Army impose sharia law http://t.co/4PRVBxHEbV   #FFRNN #WAKINGUP @TedtBa���","0,0,1"
"@Love___Egypt @washingtonpost The Jews are trying to defend themselves against Muslims trying to exterminate them. http://t.co/CQZS0zo0Li","0,0,1"
"@oldkhayyam @ardiem1m @MaxBlumenthal I hate Islam because it is a religion based on hatred and Jihad. http://t.co/N60I1tFxhW","0,0,0"
"@Dr_Jreid But Islam is proud of their slavery, imperialism, and genocide against minorities. The are murdering Kurds in Iran now.","0,0,1"
"@muslmdawah If you search objectively, you will find that the pedophile prophet Mohammed declared war on all humanity 1400 years ago.","0,0,1"
"@wflanger @dandiedinmont @Number10gov Yeah, break relations with the only ME democracy that the Muslims are trying to exterminate. Smart.","0,0,1"
"@cnni Nope.  With #democracy man makes all the laws by vote; with #Islam, Allah makes all the laws by the sword.  The two cannot coexist.","0,0,0"
"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime The Quran itself is the source of the hatred, murder, imperialism, sexism.","0,0,0"
"@adoomieforlyf @Shaffrazz That old lie again. Muslims repeat the same lie again and again. Here is the truth about it http://t.co/a6zuxxS4NE","0,0,1"
"@dankmtl When they left the Israelis to be slaughtered they lost the land as they deserved.","0,0,1"
"@Salon @TheMuslimGuy Do you think that the brick heads at Salon know that the prophet Mohammed beheaded people in mass? #Islam","0,0,0"
"@LifeInKhilafah Daesh price list for Yezidi and Christian sex slaves. http://t.co/H4ELrfxhSm","0,1,1"
"@Clashoftherats @YusufPeaceful @tummala82 @IndyVoices Leave it to a Muslim to claim four translators are lying rather than admit the truth.","0,0,1"
"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Buddhist teaching does not contain violence, hatred, or jihad. Islam does.","0,0,0"
"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime A good Muslim is good despite his bad religion, not because of it.","0,0,0"
"@asem_1994 Mohammed raped slave girls, the Quran approves of the rape of slave girls - so ISIS rapes, slave girls.","0,1,1"
"@BDSSupporter Who cares where they were born, camel breath, they call themselves Israelis and Jews.","0,0,1"
"@ldstarr18 @AC360 You are a liar trying to shut people up using the term  #3.  Islam is not a race and you know it. It is a death cult.","0,0,1"
"@ILTAFSHEHZAD Why would I care about the opinion of a guy who follows a pedophile prophet?","0,0,0"
"@Abu_Baraa1 @Myself_00001 Now if we can only get the world to recognize that Islam declared war on humanity 1400 ago and outlaw it.","0,0,0"
"@MaxBlumenthal @veganforareason @brendlewhat @dhere A Muslim woman talks about sex slaves while Max panders to them. https://t.co/jXPDgugY01","0,0,1"
"@zakirnaikirf Saying that Islam is a way of life means that it tells you that you cannot have democracy and must instead follow a pedophile.","0,0,0"
"@LifeInKhilafah Well, since Islam is full of hate and divisiveness, it does bring thugs who hate to Islam.","0,0,1"
"@YRohaibani @ajwatamr So you just blow off the ones murdered by the Islamists.  Using dead kids for your religious objectives.","0,0,0"
"@congressman_aly No, the Muslims worldwide are the problem. Israel is protecting itself against the same Muslim persecution that is global.","0,0,1"
"@dancohen3000 @MaxBlumenthal Wheras the Arabs really are behaving people and you scum are ignoring it.","0,0,1"
"@BilalIGhumman @OdiniaInvictus @IsraeliRegime That old line of BS.  There are over 100 Islamic terrorist orgs. No other religion is close.","0,0,0"
"@Vandaliser @sajid_fairooz @IsraeliRegime Even with what Hitler did to Jews, still more want to live in the west than under hatefilled Islam","0,0,1"
"@LLiraqi I guess if you call murder, rape, slavery, hatred, bigotry and sexism beautiful, then it is beautiful.","0,1,0"
"@eS3udi @Just_Nafisa @FatimaFatwa @JRehling If you are a Muslim, and if you have actually read the Quran, then you have to be a total liar.","0,0,0"
"@AbuYigitAlCahrz @LeonardoMaxwel1 Another barbaric aspect of Islam is to murder people for the way they were born.","1,0,0"
"@Just_Nafisa @FatimaFatwa @eS3udi @JRehling Of course.  That is because Islam is a religion of murder and other Muslims are in rifle range.","0,0,1"
"@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 And the Quran sanctions raping slave girls.","0,1,0"
"@alihadi68 @rudoren @nytimes Hey, at least he doesn't murder people for apostacy and blasphemy like your tribe of scum.","0,0,1"
"@usamani1 Seems like being a Muslim and living off a steady diet of conspiracy theories go together.  Islam is a religion of ignorance.","0,0,0"
"@suranie Exactly.  Merkel is defending this.  And the protesters are called Islamophobes for being against it. http://t.co/08ZwRcTo88","0,0,0"
"@IAmThe1Teacher @stevecorrales80 @IronmanL1 Islam declared war on all humanity 1400 years ago.  And nothing has changed.","0,0,1"
"@ardiem1m @MaxBlumenthal @oldkhayyam No it is the Muslims that have done the ethnic cleansing for 1400 years. Israel is putting a stop to it","0,0,1"
"@dankmtl The prophet Mohammed fired the starting gun for the extermination of Jews and Christians from peninsula. http://t.co/V1IIOoItIg","0,0,1"
"@Noughtii_faya Islam teaches exactly what ISIS practices.","0,0,1"
"@RomeroScott Not gunmen, Muslim terrorists.","0,0,1"
"@ardiem1m @MaxBlumenthal @oldkhayyam Forget about your anti Jewish bigotry. How do you explain Hamas beheading gays and honor killing women","1,1,1"
"@JoRitson Is this your way of saying that you approve of Muslim men raping children, scumbag? Ignore the problem and create a distraction?","0,0,1"
"@ibnHlophe @sibanda_tapson @eeviewonders @CTFleaMarkets All of the land the Muslims have they colonialized.","0,0,0"
"@SirajZarook And traitors are individuals, not tribes and their women and children. You make up lying excuses for barbarity like a Muslim.","0,0,1"
"@PatVPeters Funny how defenders of Islam like to bring up the crusades. But the Muslim crusaders were attacking Christianity first.","0,0,0"
"@digvijaya_28 This guy spouted one lie after another and there is no response in this video.  Just typical lying Muslim propaganda.","0,0,1"
"@Col_Connaughton Muslims train babies to hate and murder, then use them for propaganda. http://t.co/c7DlwIXjPc","0,0,1"
"@BYRONFBERRY Good. Time to confront the cult of hatred and murder #Islam","0,0,1"
"@MaxBlumenthal But who can blame him with his 24/7 schedule of promoting anti Semitism.","0,0,1"
"RT @RavenHUWolf: Bloodthirsty Muslims flock to ISIS' theatre that loop jihadi atrocities they enjoy watching.
http://t.co/c96V6MwGnz http:/���","0,0,1"
"@yousufpoosuf @RKingLive2Dance @izrinhariri No, the quotes mean exactly what they say. But most people are naturally less hateful than Islam","0,0,0"
"@anjemchoudary Your prophet was a rapist, murderer, pedophile, caravan robber, slave trader, bigot and 2. God would never use the scum.","0,0,0"
"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Mohammed always lied, saying he had to attack because others planned to attack him.","0,0,0"
"@sajid_fairooz @IsraeliRegime Then he launched a completely unprovoked attack on the Jews of Khybar, murdered many and stole their land.","0,0,1"
"@truaemusic Who cares if it has been revised a million times. What does that have to do with the barbarity of Islam?","0,0,1"
"@substerrr Muslims want to be able to abuse other while at the same time pretending to be victims.","0,0,1"
"@IftikharAwan You choose your religion and Islam is clearly barbaric and inhuman. It has zero to do with god.","0,0,0"
"@NNdabbour64 A religion that declares war on humanity has no respect for anyone and is hypocritical to ask for respect.","0,0,0"
"@NNdabbour64 These are all excuses to hide the fact that you are following an evil and inhuman religion.","0,0,0"
"@discerningmumin But the western world gave up slavery on it's own. No one forced them from the outside.","0,0,0"
"@Saudi_Castro @donttreadonme65 @zaki_safar KKK is almost non existent. But most Muslims are terrorists. http://t.co/zwTor5YYxD","0,0,1"
"@shehzilk Stupid comment. That was illegal for US soldiers and they were punnished.  For Muslims, their organizations make murderers heroes.","0,0,1"
"@SelenaKhan14 @PTISalarKhan @georgegalloway The Israelis are fighting not to become the minority victims that all other minorities are.","0,0,0"
"@SumerSloan @PAWarnhoff @etsho127 Why haven't you stopped the sick Muslims from trying to exterminate Israel?","0,0,1"
"@adimuliapradana It is the Muslims that don't follow the Quran and Hadiths that are peaceful. Those who follow it are always violent. #Islam","0,0,1"
"RT @MaguidhirP: @Juliet777777 @GROGParty Socialists and Moslems - working together to destroy Australia.","0,0,1"
"@OccuWorld ROFL. Jews used to live on 40% of Arabian peninsula. Who is committing genocide against who?","0,0,0"
"RT @JimHumbert: After Liberal Atheist Murders Three Muslim Students who were Members of Anti-Semitic, Muslim Bro��� http://t.co/pNTMamdq99 vi���","0,0,1"
"@NNdabbour64 Islam is the only religion that has large forces of religious police running around telling people what they must do.","0,0,0"
"Notice how the news media avoids pointing out that the murderers of the 12 French are followers of the death cult of #Islam.","0,0,1"
"RT @NYDailyNews: EDITORIAL: Murderous soul of radical Islam has attacked the foundation of Western civilization http://t.co/vbu2idLCCt http���","0,0,1"
"RT @Greg389: Theresa May today pleaded with #Jews not to leave. Jews build wealth, Muslims take welfare. Simple economics. http://t.co/lvaN���","0,0,1"
"@AngelicPsalms @brassidio Stop threatening people to get them to do what you want.  That's why people hate religion.","0,0,0"
"@HuffPostRelig What an incredible piece of garbage.  The Muslims crusaded against the Christians 400 years before Christian crusades.","0,0,1"
"@IftikharAwan One must imagine god being insulted by having such a hateful, war mongering, decisive, bigoted, 2 religion calling him.","0,0,0"
"@ameytahl @buberzionist @MJayRosenberg Maybe you should encourage more Jewish girls to marry black men to show how you are open minded.","0,1,1"
"RT @riwired: .@HillaryGuess That pleased Hitler. Grand Mufti provided Hitler w/ armies of Muslim soldiers from Europe. #Tszarnev @VileIslam���","0,0,1"
"@yousufpoosuf @RKingLive2Dance @izrinhariri And most Muslims are actually better behaved than their religion leads them to be.","0,0,1"
"@LifeInKhilafah The cancer of Islam pushes even babies to begin thinking about murdering their fellow human beings.","0,0,0"
"@ibnHlophe @eeviewonders @CTFleaMarkets Your text is a fraud brought by a pedophile, slave trader, rapist, murderer, bigot, 2, robber.","0,0,0"
"@alihadi68 @MaxBlumenthal @rudoren @nytimes Your proph beheaded 600 Jewish men &amp; sold the women and children into slavery. And you love him.","0,0,1"
"@congressman_aly @jessicaelgot There is no such thing as Islamophobia, just as there is no such thing as Naziphobia.","0,0,1"
"@Israelites234 @scamp_faridxx @CNN The first crusaders were Muslims, microbrain.  400 years before the Europeans headed in other direction.","0,0,0"
"@truaemusic Mohammed led 17 military expeditions, beheaded 600 Jews in one day, married a six year old girl, etc. etc. Get the picture?","0,0,1"
"@AalawOfficial According to your own canon, your prophet is a pedophile, murderer, rapist, caravan robber, slave trader, 2 and bigot.","0,0,0"
"RT @joannapage784: Women are being subjected to 'brutal, ab0' sex acts after marrying Isis militants http://t.co/ypFlKJdVTM","0,1,0"
"@wilytone @jmorgan_jamie @SenTomCotton @GOP The Islamist were there the whole time.  It was only the dictators that kept them quite.","0,0,0"
"@DianH4 @ajwatamr @ExposeFalsehood That's when a 53 year old man marries a 6 year old girl and screws her when she is 9 like Mohammed.","0,0,0"
"@dankmtl No, the problem of the Palestinians and all Muslims is that they cannot stand for a Jewish state to exist on the peninsula.","0,0,1"
"@LibyaLiberty @SumbelinaZ You are lying. Most Muslims are still extremists. http://t.co/u7L1uPRN7L","0,0,1"
"@CaliphateCop @Saeed6Ali Raping 9 year old girls is allowed in Islam. So where are child soldiers outlawed?","0,0,1"
"@RaniaKhalek @MaxBlumenthal Odeh's actions in the US proves that she is a lying criminal and so undoubtedly lied about what happened in Isr.","0,0,0"
"RT @koda1950: @LeMarquand exactly WHAT has Islam EVER done other than subjugate women, kill and torture?!","0,1,0"
"@MaxBlumenthal @mehdirhasan @tnr Mohammed was a pedophile who married a child. ISIS marries many children. http://t.co/hB4uw1F5Zd","0,0,1"
"@yousufpoosuf @RKingLive2Dance @izrinhariri The only thing that stopped Muslim slaughter in historical past was military defeat.","0,0,0"
"@DianH4 @ExposeFalsehood And it is Muslims who were the first crusaders, attacking the Christian world for centuries before it attacked back","0,0,0"
"@buttercupashby @MaDaSaHaTtEr_17 Mohammed was a murderer who had people killed for disagreeing with him.","0,0,0"
"@AbbsWinston @andyblueskyz In Palestine a woman like you would have been honor killed long ago.","0,1,0"
"@harrietyarker They have been beheading Christians, Jews, Buddhist, Hindus, Ezidis, etc. for 1400 years. Their prophet did it from the start","0,0,1"
"@Sayfudeeen Why do you complain?  Islam has been ethnic cleansing everybody for 1400 years.  Isn't it time to return the favor?","0,0,1"
"@logicalmind11 Really? Don't you know anything about your evil religion? http://t.co/c0Ode7cC76","0,0,0"
"@PoliticalAnt @Politics_PR @FoxNews Look at the data, dipwad, 1/3 think that people who leave Islam should be killed. http://t.co/MfTOt9ijtY","0,0,0"
"@KenIsaacs1 @RaymondArroyo @DavidLimbaugh @AP Yes, if we just sit on our butts and let them murder and enslave Ezidis and Christians, ...","0,0,0"
"@DorvalTony @brassidio If rape, murder, pedophelia, bigotry, war, sexism, and genocide are just and peaceful, the Islam is just and peaceful","0,0,0"
"@greenlinerzjm @versacezaynx @nyazpolitics do uk enough to understand the history of Islamic slavery? https://t.co/xWJzpSodGj","0,0,0"
"@gdwessel Question is, why don't the German criminal prosecutors announce an investigation into Islam's incitement to hatred? #Islam","0,0,1"
"@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 If you don't want to read a pedo, you have to stop reading the Quran.","0,0,0"
"RT @PeterTownsend7: #ISIS #Muslim You're a woman and you're committed to #Islam? You cannot be serious! http://t.co/d73Nxufiy0 http://t.co/���","0,1,0"
"@REMY119 The Muslims have exterminated Christians and Jews all over the ME and continue today.  Where are the UN resolutions?","0,0,0"
"@congressman_aly All of Islam is blinded by hatred. The religion was built on hatred and intimidation. http://t.co/jpqOlzJRGi","0,0,1"
"RT @mickk1954: #Christian #Jewish #Faith made #America not #ISLAM please take it back to the #SandPile and kill eachother #Dearbornistan no���","0,0,1"
"@zakirnaikirf The fact that I have a brain prevents me from accepting Islam.","0,0,0"
"RT @deegy2: Islam is a religion of hate, violence, and deceit. http://t.co/53PbSh0rf2","0,0,0"
"We would be much better off figuring out what to do about Islamofascim than ranting about freedom of speech or who went to Paris. #Islam","0,0,1"
"@BenjaminNorton @uygaraktas Considering the endless stream of murders against minorities by Muslims, who cares.","0,0,1"
"@kewldevzzo Yes, according to Islam, Muslims are encouraged to kill you.  I'm not a Muslim and I have no issues with Hindus.","0,0,0"
"@MaxBlumenthal @CarolineFourest No matter how desperately race baiting trash like you want Islam to be a race, it's not.","0,0,1"
"@Vandaliser @sajid_fairooz @IsraeliRegime Go read what the Pact says, and don't waste my time.","0,0,0"
"RT @anglosaxonryder: #Lakemba Muslim protest was a complete failure. Aussies don't want Islam here. It doesn't suit our way of life. Just l���","0,0,1"
"@ginnysimmons @femfreq Who cares? The only issue is are they guilt or innocent.  All the rest is race baiting by assholes like you.","0,0,1"
"RT @4chunat1: CNN reports on the murders of homosexuals by the Islamic State, but the problem isn���t just ISIS, it���s Islam http://t.co/ocd3R���","0,0,1"
"@_enzk @NNdabbour64 And if someone wants to leave Islam, then Islam declares him an apostate and demands that he be murdered.","0,0,0"
"@yuskan0723 Here is what the scumbag Muslims do with children.  And then they use them for propaganda. http://t.co/JG5MeWh1ur","0,0,1"
"@CamilleHughes16 @_Watch_Observe_ I don't really care what some Muslims practice.  I care that Islam encourages murder, hatred, sexism.","0,0,1"
"@Abu_Talal2 1400 years ago Islam stole all women's rights and turned them into slaves forever.","0,1,0"
"@98Halima @johnnygjokaj @rfrankh53 @BilalIGhumman @cdnKhadija No Muslim land has ever lived under anything but tyrants, dummy.","0,0,1"
"@ibnHlophe @eeviewonders @CTFleaMarkets Actually, it's Islam that has to be destroyed for it's crimes against humanity.","0,0,0"
"@harmlesstree2 Who cares who defined it. The Muslims lived off the production of the Jews and left them impoverished.","0,0,1"
"@HuffPostRelig Islam maintained slavery much longer than Christianity and only gave it up under western pressure.","0,0,0"
"@anjemchoudary Maybe you can give a talk about how the 53 year old Mohammed raped the 9 year old Aisha. http://t.co/qFk56qU5Og","0,0,1"
"@asem_1994 But all the crimes of Islam are exactly according to their beliefs.","0,0,0"
"@liamxkiwi @greenlinerzjm @halalflaws @biebervalue Yeap, leave it to a Muslim to consider stoning women to death as funny.","0,1,1"
"@Raja5aab @Quickieleaks So tell me, what could possible happen that you would consider to be proof that Allah and Mohammed were frauds.","0,0,0"
"@dankmtl Hell, t Muslims are everywhere chanting death to everybody. Jews only have trouble with Muslims. Muslims have trouble with everyone","0,0,1"
"@geeky_zekey Thanks for showing again that blacks are the biggest 3s. Blocked","0,0,1"
"@ZamiraTwitt Erdogan is a fascist Islamist scum bag. Women's employment has decreased 30% under him. Violence against women has increased.","0,0,0"
"@buellerishere @KellyTurner99 The Muslim citizens of Raqqa enjoying a peaceful day of beating three men to death. http://t.co/ki4tdL3IDR","0,0,1"
"RT @WolfSpirit2013: Obama's peaceful Islam. Islam that "no one" is allowed to challenge, even if it means muslims threatening your life. ht���","0,0,1"
"@PeopleMagUpdate And some idiots want to support the Muslims that are trying to exterminate Israel.","0,0,1"
"@sibelo76 Actually, they follow the Quran and the Hadiths exactly. It's the "moderate Muslims" who ignore  much of their canon.","0,0,0"
"@TheInfoIslam That's the disadvantage of following a religion of uneducated morons, so that you have to rely on Kufir for everything.","0,0,0"
"@AbouAliZarif @MaxBlumenthal The Muslims have exterminated virtually every minority in the ME and these idiots talk about Israeli aparthide.","0,0,1"
"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Yes, there is even more rape in Muslim countries but it is not reported.","0,0,0"
"@UmarMal You Muslims should kiss our ass for buying your oil.  If we didn't you'd be riding camels and the population of the ME would be 1/3","0,0,1"
"@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch The Department of Justice report says blacks kill at 6 times the rate of whites.","0,0,1"
"RT @historyscoper: #islam #jihad SWEDISH MEDIA LIE to protect Somali Muslim gang-rapists http://t.co/AcmF7CG9bj","0,0,1"
"@LifeInKhilafah The prophet Mohammed was illiterate, superstitions, and knew nothing but war, theft and slave trading.","0,0,0"
"@ummayman90 @wood_brwood333 For example, in Medina Mohammed said, kindly cut off the heads of these 600 Jewish men and enslave their women.","0,1,1"
"@dlsaudiarabian Yes, it's a violation of Islam because Islam demands that he be beheaded rather than burned.","1,0,0"
"@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 Like I said,that is a stupid comment that seeks to hide the vileness of  Islam","0,0,0"
"@Abu_Baraa1 Dumb Muslims complain about freedom of speech and support blasphemy laws at the same time. What a disgusting, inhuman religion.","0,0,1"
"To Muslims a woman walking down the street is a giant vagina demanding to be raped if she is not covered by a tent. http://t.co/XTd6RTpRB8","0,1,1"
"If ISIS has nothing to do with #Islam then why doesn't it attract Jews, Himdus, Buddhists, Taoists, Atheists, Christians. Why only Muslims?","0,0,0"
"@RaniaKhalek @MaxBlumenthal @Phan_N What about Muslim blasphemy laws. They lead to lynch mob murder. Let's stick to important stuff.","0,0,0"
"@Asadumarfans You are a Muslim. You are brain dead. You repeat what others have said a million times.","0,0,0"
"@harmlesstree2 Today, Christians are still murdered by rampaging Muslim mobs in Pakistan and Egypt.","0,0,1"
"RT @edwinrowe: #Egyptian TV Host: Nobody Dares Admit That ISIS Crimes Are Based on Islamic Sources http://t.co/mzk5YMgzuN Egypt more honest���","0,0,0"
"@KamelNasrEldien Islam is about as perfect as Nazism.","0,0,0"
"@nyc2peach @sajid_fairooz @IsraeliRegime The Muslims are out of control and determined to steal the last tiny piece of land left to the Jews","0,0,1"
"@dankmtl With the third Jewish tribe he beheaded all the men after they surrendered and sold all the women and children into slavery.","0,0,1"
"@AAlwuhaib1977 And the Muslim bigots have been attacking Hindus and Buddhists and atheists and anamists all over the world daily.","0,0,0"
"@discerningmumin Mohammed owned 28 slaves. So if you are against slavery you are against Mohammed. Otherwise you are just bull shiting.","0,0,0"
"RT @sudixitca: Muhammad was the inventor of thighing. He started molesting Aisha when she was 6 years old. @Shahzadadeindia cc: @TarekFatah","0,0,1"
"@AnwarPrince14 @SABCNewsOnline Why not? The Palestinians behead gays and honor kill women.","1,1,1"
"@MadDr11 @MaxBlumenthal And in the meantime the Palestinian fuckers are beheading gays and doing honor killings.","1,0,1"
"@dankmtl If Israel had given Palestinians the right to return they would now be suffering the same fate of all minorities under Islam.","0,0,0"
"@MaxBlumenthal Every border that Islam shares with every other religion is bloody. But we are suppose to believe it's the Jews fault.","0,0,1"
"@semzyxx @NAInfidels @owais00 As you can see for yourself, pedophelia is illegal in Israel, but is legal in Muslim countries. Outlaw Islam!","0,0,1"
"@sweden In fact many Muslim countries have the same odious laws as Daesh. This shows sex slaves are approved in KSA. http://t.co/rlwz0BqUBs","0,1,1"
"@discerningmumin It's Muslims that do virtually all the killing.  For example, 80% of civilians killed in Afghanistan are killed by Taliban.","0,0,1"
"@congressman_aly I know that Muslim bigotry has driven all the Christians out of Palestine.","0,0,0"
"@Raja5aab @Quickieleaks Yeah, I read that. And every verse of the Tao Te Ching is superior to every verse of the Quran. So Quran is fraud.","0,0,0"
"@JoRitson Pieces of shit like you are doing everything in your power to exterminate white people.","0,0,1"
"@IslamRevlution @islam4libya5 @BintStranger Again, why shouldn't everybody hate Islam?","0,0,1"
"@buttercupashby @MaDaSaHaTtEr_17 Mohammed attacked the third Jewish tribe in Medina, beheaded all of it's men, sold all the rest to slavery","0,0,1"
"@WithTrish @JRehling The world is doing nothing. Islam is producing the terrorist activities and has been for 1400 years.","0,0,1"
"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime No, Muslims follow a religion based on terrorism, not Jews.","0,0,1"
"@AnasMechch @peymaneh123 I saw the report, and I have seen other reports of Shia crimes. But I have not yet seen evidence of it for Tikrit.","0,0,0"
"@AAlwuhaib1977 @dankmtl @PeaceNotHate_ ...She does to the IDF, Hamas would have put a bullet in her head long ago.","0,0,0"
"@MaxBlumenthal @mehdirhasan @tnr Mohammed declared a Jihad against all non believers. ISIS is executing a Jihad against non believers.","0,0,0"
"@Salon @TheMuslimGuy Do the trolls at Salon know that Mohammed led 17 major military expedition, most of them offensive? No chance. #Islam","0,0,0"
"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime But the Quran and Hadith make it clear that Islam is Imperialist. http://t.co/UetpLzaVyI","0,0,0"
"@Abu_Talal2 But Islam has no truth. Every word is a lie.","0,0,0"
"@jncatron @isra_jourisra @AMPalestine Islamophobia is like the idea of Naziphobia. Islam is a religion of hate and it must be outlawed.","0,0,0"
"@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 Majority of Muslims are 2 and bigots. http://t.co/xjd8w98ITE","0,0,1"
"RT @CordieMendoza: "@subratabanik: NO religion is AS VIOLENT as abhorrent as Islam. http://t.co/iUrt6EL834" @LeslieMarshall","0,0,1"
"@nebula_chain_ @PaulStephen8 Wheras Islam simply declared war on all humanity 1400 years ago and has never stopped. Time to return the favor","0,0,1"
"RT @AnneBayefsky: ���The lofty status of women in #Islam: Woman's testimony �� the weight of a man's.��� http://t.co/cSIckyEr8T #WomensDay http:���","0,1,0"
"@MaxBlumenthal Max asks as his Palestinian friends are beheading gays, doing honor killings, driving Palestinian Christians out of existence","1,0,1"
"@roisin_morgan And I don't care if the Jews do what the have to do to protect themselves from the genocidal Muslims.","0,0,1"
"@SamihNewsam Wrong. Islam didn't give women any rights and it imprisoned them in their houses. Remember Katjia was wealthy BEFORE Islam.","0,0,0"
"@jihadi_11 @Shami_IS_back Not an armed Ezidi was around when the Daesh began to slaughter and enslave them. So what are you crying about?","0,0,1"
"@ldstarr18 @AC360 Islam is worse than the Nazi party ever was.","0,0,1"
"After watching the Shia militia beat a Peshmerga to death, I've concluded that they are animals, just like ISIS. #Islam #Iraq #Kobane","0,0,1"
"Ok so shabab calls for attacks on oxford st, #London all Muslims should be careful and avoid it the area.  A warning has been issued","0,0,0"
"Kufar & munafiq leaders come together over #CharlieHebdo to grieve nvm the Palestine massacre just so shows you no1 cares for Muslim blood!","0,0,1"
